,tweet,parse
0,"@ericguth50 @proceso A Webo, es culpa de gatell por no mandarle a los soldados a partirle la madre a muchos irresponsables? Que más quieres ? Que mande a la GN que cuide a tu crías ? Jaja nmms","@ericguth50 @proceso A Webo, es culpa de gatell por no mandarle a los soldados a partirle la madre a muchos irresponsables? Que más quieres ? Que mande a la GN que cuide a tu crías ? Jaja nmms"
1,"Las críticas contra Gatell son recordatorio del mal manejo de la crisis sanitaria del #Covid_19mx por las autoridades de Salud. Debería avergonzarles y lo menos que merecen las familias de las personas fallecidas es una disculpa pública, por su incapacidad. #100MilMuertos ","Las críticas contra Gatell son recordatorio del mal manejo de la crisis sanitaria del #Covid_19mx por las autoridades de Salud. Debería avergonzarles y lo menos que merecen las familias de las personas fallecidas es una disculpa pública, por su incapacidad. #100MilMuertos "
2,"@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Metase en su cabecita que la pandemia no lleva 2 años y usted si, y esos 2 años solo han sido de excusas culpando a los anteriores, usted ya asuma sus responsabilidades ya estamos hartos de tanto pretexto ya póngase a trabajar y al inútil de Gatell ya corralo o ni para eso sirve.","@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Metase en su cabecita que la pandemia no lleva 2 años y usted si, y esos 2 años solo han sido de excusas culpando a los anteriores, usted ya asuma sus responsabilidades ya estamos hartos de tanto pretexto ya póngase a trabajar y al inútil de Gatell ya corralo o ni para eso sirve."
3,"La terquedad del presidente y el cinismo e irresponsabilidad de Gatell, duplicarán esa cifra oficial.","La terquedad del presidente y el cinismo e irresponsabilidad de Gatell, duplicarán esa cifra oficial."
4,"@Jorge_Ugalde Es un pen&amp;{^% parado de manos! 😡 y el Gatell no se queda atras! Vamos a darles dos dipblomas, uno por pendejo y el otro por si se le pierde","@Jorge_Ugalde Es un pen&amp;{^% parado de manos! 😡 y el Gatell no se queda atras! Vamos a darles dos dipblomas, uno por pendejo y el otro por si se le pierde"
5,"@MBM2719 Buen punto. Pero para los que no tienen mucho sentido común, era importante que la autoridad sanitaria avalara el uso del cubrebocas, porque déjame decirte que tristemente conozco a personas que objetaban que el Secretario Gatell había dicho que no era necesario.","@MBM2719 Buen punto. Pero para los que no tienen mucho sentido común, era importante que la autoridad sanitaria avalara el uso del cubrebocas, porque déjame decirte que tristemente conozco a personas que objetaban que el Secretario Gatell había dicho que no era necesario."
6,"Dijo que 6,000 decesos y ya superamos los 100,000 reconocidos; 300,000 reales. Nunca encontró el ""pico"". En lo único que CASI le atina Titino Gatell es cuando dijo que la pandemia terminaría ""más o menos"" el 18 de abril. Nada más se equivocó por un año el pndejo.","Dijo que 6,000 decesos y ya superamos los 100,000 reconocidos; 300,000 reales. Nunca encontró el ""pico"". En lo único que CASI le atina Titino Gatell es cuando dijo que la pandemia terminaría ""más o menos"" el 18 de abril. Nada más se equivocó por un año el pndejo."
7,@El_Universal_Mx No estoy de acuerdo es un inepto López Gatell. Y ya no hablemos del otro López.,@El_Universal_Mx No estoy de acuerdo es un inepto López Gatell. Y ya no hablemos del otro López.
8,"Estrategia Gatell: - 9.8 ☠/ 100 casos confirmados de COVID-19. Por mucho, la PEOR tasa del🌏. - La tasas + ALTA de mortalidad entre sanitarios. - De los % + bajos de pruebas de detección - 35K ☠ estimación - 60K escenario catastrófico. - &gt; 100 mil ☠ y subiendo. FRACASO TOTAL ","Estrategia Gatell: - 9.8 ☠/ 100 casos confirmados de COVID-19. Por mucho, la PEOR tasa del🌏. - La tasas + ALTA de mortalidad entre sanitarios. - De los % + bajos de pruebas de detección - 35K ☠ estimación - 60K escenario catastrófico. - &gt; 100 mil ☠ y subiendo. FRACASO TOTAL "
9,"@EdiMunoz3 @aracelibs Puede que tengas razón pero si el cacas no usa cubrebocas y Gatell dice que los cubrebocas no son seguros, pues ponen un pésimo ejemplo más aparte que nos vale verga!","@EdiMunoz3 @aracelibs Puede que tengas razón pero si el cacas no usa cubrebocas y Gatell dice que los cubrebocas no son seguros, pues ponen un pésimo ejemplo más aparte que nos vale verga!"
10,"@dadkom14 No debemos bajar al nivel de los fachos miserables. El apoyo al %100 hacia AMLO y Gatell, MÁS FUERTES que nunca. La 4T sigue su rumbo.","@dadkom14 No debemos bajar al nivel de los fachos miserables. El apoyo al %100 hacia AMLO y Gatell, MÁS FUERTES que nunca. La 4T sigue su rumbo."
11,"@lord_inario Mejor sigamos en las fiestas y luego nada más culpamos al Dr Gatell, es más fácil... ","@lord_inario Mejor sigamos en las fiestas y luego nada más culpamos al Dr Gatell, es más fácil... "
12,"Ya que se superaron las 100mil muertes por covid ahora si “uso de cubrebocas obligatorio y pruebas masivas” ah pero antes “no está comprobado que funcione, no es necesario” ctm Gatell","Ya que se superaron las 100mil muertes por covid ahora si “uso de cubrebocas obligatorio y pruebas masivas” ah pero antes “no está comprobado que funcione, no es necesario” ctm Gatell"
13,"@Abrahamchillet @RiosCorona222 A Gatell, al Anciasno, a todo el gabinete de ineptos y los morenarcos...","@Abrahamchillet @RiosCorona222 A Gatell, al Anciasno, a todo el gabinete de ineptos y los morenarcos..."
14,"@lopezdoriga Gatell se ha ganado a pulso el título del #DrMuerte por su servilismo y lealtad ciega a ANLO para ahorrarle todo el $$$ posible en pruebas de detección, y así ocultar las cifras reales de la gran mortandad por Covid. Ineptos y corruptazos!! ","@lopezdoriga Gatell se ha ganado a pulso el título del #DrMuerte por su servilismo y lealtad ciega a ANLO para ahorrarle todo el $$$ posible en pruebas de detección, y así ocultar las cifras reales de la gran mortandad por Covid. Ineptos y corruptazos!! "
15,Tiene que defender a su Frankenstein López -Gatell... Este es el anillo y aquel el dedo...!!!,Tiene que defender a su Frankenstein López -Gatell... Este es el anillo y aquel el dedo...!!!
16,"Tienen obesidad, hipertensión, diabetes, usan el cubrebocas incorrectamente o no lo usan, se van a reuniones con cuates (todo tranqui we), hacen fila para comprar cerveza y aprovechar los desuentazos del Buen Fin, ha pero llega a 100 mil muertos y ""PINCHÉ GATELL nos está matando""","Tienen obesidad, hipertensión, diabetes, usan el cubrebocas incorrectamente o no lo usan, se van a reuniones con cuates (todo tranqui we), hacen fila para comprar cerveza y aprovechar los desuentazos del Buen Fin, ha pero llega a 100 mil muertos y ""PINCHÉ GATELL nos está matando"""
17,"Somos adultos, dicen Gatell no te obligo a irte de fiesta dicen #NosFaltan100mil Basta de excusas ,han ""ahorrado"" en pruebas y hasta en equipo para los médicos,han dado información equivocada ,se han negado a implementar una estrategia agresiva y eficaz ..hasta cuando?","Somos adultos, dicen Gatell no te obligo a irte de fiesta dicen #NosFaltan100mil Basta de excusas ,han ""ahorrado"" en pruebas y hasta en equipo para los médicos,han dado información equivocada ,se han negado a implementar una estrategia agresiva y eficaz ..hasta cuando?"
18,"@Sarah8ydk @Danymoll11HB @Milenio Así las cosas!En comparación c/algunos otros países las consecuencias mortales s/mucho menoresSe imaginan si hubiera estado PeñitaOlos anteriores qTODOlo q podían s lo llevaban p/su""molino""?NOculpen ni al Dr.#Gatell ni al Pdte.#Amlo d algo qNOesta únicmente en sus manos controlar","@Sarah8ydk @Danymoll11HB @Milenio Así las cosas!En comparación c/algunos otros países las consecuencias mortales s/mucho menoresSe imaginan si hubiera estado PeñitaOlos anteriores qTODOlo q podían s lo llevaban p/su""molino""?NOculpen ni al Dr.#Gatell ni al Pdte.#Amlo d algo qNOesta únicmente en sus manos controlar"
19,"@Sarah8ydk @Milenio Desde el momento que saco su detente y cuando gatell dijo que era una fuerza moral y no de contagio, tiene toda la responsabilidad del mundo!!! Y ya, se dice y no pasa nada!!!","@Sarah8ydk @Milenio Desde el momento que saco su detente y cuando gatell dijo que era una fuerza moral y no de contagio, tiene toda la responsabilidad del mundo!!! Y ya, se dice y no pasa nada!!!"
20,"No tan difícil, multiplícalo por 3.3 como dijo Gatell en su momento. #NosFaltan100mil #VxM","No tan difícil, multiplícalo por 3.3 como dijo Gatell en su momento. #NosFaltan100mil #VxM"
21,El pueblo bueno pone apodos a Dr. López Gatell ,El pueblo bueno pone apodos a Dr. López Gatell 
22,@eugeniods2001 @Lizgottik Supongo que esto también es culpa de Gatell ,@eugeniods2001 @Lizgottik Supongo que esto también es culpa de Gatell 
23,"@ramblassino Será porque la gente no se cuida , hacen fiestas y andan de compras, bueno creo de eso acusan a Gatell y al presidente, de no reprimir","@ramblassino Será porque la gente no se cuida , hacen fiestas y andan de compras, bueno creo de eso acusan a Gatell y al presidente, de no reprimir"
24,|JORNADA 6| 🏀 1Q 🕐1:30 👉Deeentro para Edu Gatell. #DestinoPalencia 4-0 @CBT_Autocid #VamosMiPalencia,|JORNADA 6| 🏀 1Q 🕐1:30 👉Deeentro para Edu Gatell. #DestinoPalencia 4-0 @CBT_Autocid #VamosMiPalencia
25,@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Yo creo que UD. MIENTE SR. PRESIDENTE ...LOS RESULTADOS NO HAN SIDO ÓPTIMOS y más con su NECEDAD DE DARNOS MAL EJEMPLO DE NO USAR TAPABOCAS JUNTO CON SU ACHICHINCLE GATELL .. no presuma lo malo de sus resultados,@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Yo creo que UD. MIENTE SR. PRESIDENTE ...LOS RESULTADOS NO HAN SIDO ÓPTIMOS y más con su NECEDAD DE DARNOS MAL EJEMPLO DE NO USAR TAPABOCAS JUNTO CON SU ACHICHINCLE GATELL .. no presuma lo malo de sus resultados
26,"#Gatell !Se Ha Vuuelto el Escarnio de los,Empresarios del #PRIAN - Y FIFIS Conservadores y FACHOS...!!Si No Se Obedeció.NADA= La Mayoría en Fiestas,Panteones,Plazas..!!Viejitos,Limosneritos..Indígenas Y Muchísimos Sin TAPABOCAS!!","#Gatell !Se Ha Vuuelto el Escarnio de los,Empresarios del #PRIAN - Y FIFIS Conservadores y FACHOS...!!Si No Se Obedeció.NADA= La Mayoría en Fiestas,Panteones,Plazas..!!Viejitos,Limosneritos..Indígenas Y Muchísimos Sin TAPABOCAS!!"
27,@Veronicapl71 Si Hay Alguien Honesto Capaz De Buena Reputación O Digno de Alabanza Es Nuestro Tremendo Presidente Hosanna Aleluya Junto Con Pegado Nuestro Dr Gatell Estamos Unidos Con Amlo Con El Alma Y El Corazón O Sea Que Te Queremos Un Chingamadral De A Madres VIVA AMLO,@Veronicapl71 Si Hay Alguien Honesto Capaz De Buena Reputación O Digno de Alabanza Es Nuestro Tremendo Presidente Hosanna Aleluya Junto Con Pegado Nuestro Dr Gatell Estamos Unidos Con Amlo Con El Alma Y El Corazón O Sea Que Te Queremos Un Chingamadral De A Madres VIVA AMLO
28,"#mañanera KK""s por Vergüenza renuncia HDSPM también haz que haga lo mismo el gato Gatell por un México libre de endejos ineptos ","#mañanera KK""s por Vergüenza renuncia HDSPM también haz que haga lo mismo el gato Gatell por un México libre de endejos ineptos "
29,"@JulinEmiliano1 @deniseramosm @concursomemes Tarjeta del bienestar ? Jajaja bien que sabes , pero bueno no defiendo a ningún político, ni a Gatell de la responsabilidad que tiene, pero banalizar haciendo concurso de memes, es más falta de respeto a los muertos que al responsable. Chécale no todo es culpa de él .","@JulinEmiliano1 @deniseramosm @concursomemes Tarjeta del bienestar ? Jajaja bien que sabes , pero bueno no defiendo a ningún político, ni a Gatell de la responsabilidad que tiene, pero banalizar haciendo concurso de memes, es más falta de respeto a los muertos que al responsable. Chécale no todo es culpa de él ."
30,¿En serio creen que culpar a Gatell de las 100 mil muertes por covid es por una mala estrategia o que no la hay? En serio que están bien pendejos.,¿En serio creen que culpar a Gatell de las 100 mil muertes por covid es por una mala estrategia o que no la hay? En serio que están bien pendejos.
31,@LOVREGA Te recuerdo que cuando la pandemia de la nfluenza AH1N1 Calderorón despidió a Gatell inmediatamente por su mal manejo y controló la situación mucho mejor.,@LOVREGA Te recuerdo que cuando la pandemia de la nfluenza AH1N1 Calderorón despidió a Gatell inmediatamente por su mal manejo y controló la situación mucho mejor.
32,"Grácias Ricardo por alertar a la población. Está haciendo el trabajo de Gatell, que es un inútil #SonMasDe100mil #VxM","Grácias Ricardo por alertar a la población. Está haciendo el trabajo de Gatell, que es un inútil #SonMasDe100mil #VxM"
33,"En otros temas, llegamos a los 100 mil muertos por Covid-19, Hugo López Gatell dice que es una cifra “inusual” y #AMLO lo felicita por la estrategia... Mientras tanto México está así 👇🏼 #coronavirus #Gatell ","En otros temas, llegamos a los 100 mil muertos por Covid-19, Hugo López Gatell dice que es una cifra “inusual” y #AMLO lo felicita por la estrategia... Mientras tanto México está así 👇🏼 #coronavirus #Gatell "
34,"No le puedes echar la culpa a Gatell de tu falta de capacidad para no cuidarte y no cuidar a los tuyos, que si bien el sistema de salud no es el mejor, eso no debería ser sorpresa para muchos, por eso teníamos la responsabilidad de quedarnos en casa, para no saturar los hospitals","No le puedes echar la culpa a Gatell de tu falta de capacidad para no cuidarte y no cuidar a los tuyos, que si bien el sistema de salud no es el mejor, eso no debería ser sorpresa para muchos, por eso teníamos la responsabilidad de quedarnos en casa, para no saturar los hospitals"
35,Los medios están atizándole duro a López Gatell. Los merolicos de radio tv prensa no descansan.,Los medios están atizándole duro a López Gatell. Los merolicos de radio tv prensa no descansan.
36,"Que análisis tan profundo, mi estimado López Gatell, tu análisis como todo un médico del IMSS y un político más, cada paso que das están grande como tu estupidez la demuestra como el interés político que tienes ahora, tu demérito y tú trabajo una porquería. Das asco Puerco..","Que análisis tan profundo, mi estimado López Gatell, tu análisis como todo un médico del IMSS y un político más, cada paso que das están grande como tu estupidez la demuestra como el interés político que tienes ahora, tu demérito y tú trabajo una porquería. Das asco Puerco.."
37,"No, Gatell no ha hecho buen trabajo, pero la realidad es que no nos pueden tratar como infantes, somos adultos (se supone que responsables) y conocemos las medidas, tantas muertes son una responsabilidad compartida.","No, Gatell no ha hecho buen trabajo, pero la realidad es que no nos pueden tratar como infantes, somos adultos (se supone que responsables) y conocemos las medidas, tantas muertes son una responsabilidad compartida."
38,@proceso Que esperemos de un tipo tan inepto como el sr López Gatell (porque no se le puede llamar doctor),@proceso Que esperemos de un tipo tan inepto como el sr López Gatell (porque no se le puede llamar doctor)
39,"Se que no es un trabajo fácil señor #Gatell, por eso mismo es que debe estar alguien que no diga ""fuerza moral y no de contagio"" o excusas como esas para quedar bien con el patrón #NosFaltan100mil.","Se que no es un trabajo fácil señor #Gatell, por eso mismo es que debe estar alguien que no diga ""fuerza moral y no de contagio"" o excusas como esas para quedar bien con el patrón #NosFaltan100mil."
40,"Quejate todo lo que quieras de Lopez Gatell, pero al menos él nos mantuvo a raya de tus estupideces. Leean esta nota, y dejen de ser florecitas. Prefiero 100mil y no 1 millon de muertos, por ""Gobers - expertos"" que tienen de babosos, lo que yo tengo de de Einstein.","Quejate todo lo que quieras de Lopez Gatell, pero al menos él nos mantuvo a raya de tus estupideces. Leean esta nota, y dejen de ser florecitas. Prefiero 100mil y no 1 millon de muertos, por ""Gobers - expertos"" que tienen de babosos, lo que yo tengo de de Einstein."
41,A López-Gatell se le hace inusual 100 mil muertes pero no es inusual estar tomándose fotos ,A López-Gatell se le hace inusual 100 mil muertes pero no es inusual estar tomándose fotos 
42,Es un tonto el debería de poner el ejemplo y el baboso del gatell primero decía no pasa nada y haber ahora con mas 100 mil muertos sigue de necio estúpido,Es un tonto el debería de poner el ejemplo y el baboso del gatell primero decía no pasa nada y haber ahora con mas 100 mil muertos sigue de necio estúpido
43,"""Irving Gatell nos cuenta la fascinante, pero también trágica, historia de esta comunidad y su establecimiento en la Ciudad de México"". Una charla con Irving Gatell 🎥 ","""Irving Gatell nos cuenta la fascinante, pero también trágica, historia de esta comunidad y su establecimiento en la Ciudad de México"". Una charla con Irving Gatell 🎥 "
44,@Claudiashein Eso no funciona. Basta con analizar la cantidad de fallecimientos en número reales. Urge cambio de estrategia. Gatell se ha ganado con todos los honores el apodo de Dr. Muerte. Usted no debe ser cómplice.,@Claudiashein Eso no funciona. Basta con analizar la cantidad de fallecimientos en número reales. Urge cambio de estrategia. Gatell se ha ganado con todos los honores el apodo de Dr. Muerte. Usted no debe ser cómplice.
45,"@LOVREGA Solo Tuve que salir a TRABAJAR y adquirí Covid ¿Es culpa de Gatell? La respuesta es obvia LOS MÉXICANOS día con día tienen que salir a ganarse la vida, a costa de Perderla! Porqué el Inhumano de @lopezobrador_ y el imbécil de @HLGatell NO APOYARON nuestra ECONÓMIA ","@LOVREGA Solo Tuve que salir a TRABAJAR y adquirí Covid ¿Es culpa de Gatell? La respuesta es obvia LOS MÉXICANOS día con día tienen que salir a ganarse la vida, a costa de Perderla! Porqué el Inhumano de @lopezobrador_ y el imbécil de @HLGatell NO APOYARON nuestra ECONÓMIA "
46,"@as_magg17 @politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Sana distancia, lavado frecuente de manos, salir solo a lo indispensable, que las personas mayores ante cualquier síntoma de gripe o temperatura por muy leve que sea inmediatamente vaya con el doctor. Gatell siempre lo ha dicho","@as_magg17 @politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Sana distancia, lavado frecuente de manos, salir solo a lo indispensable, que las personas mayores ante cualquier síntoma de gripe o temperatura por muy leve que sea inmediatamente vaya con el doctor. Gatell siempre lo ha dicho"
47,"@LOVREGA Aunque fuera cierto e, eso no quita que sea un asesino, tú y todos los demás que defienden a Gatell y al Peje son igual de miserables.","@LOVREGA Aunque fuera cierto e, eso no quita que sea un asesino, tú y todos los demás que defienden a Gatell y al Peje son igual de miserables."
48,"@luis_gj @j0s3ph_15 @HLGatell Pero por lo menos Gatell usa cubrebocas y da un ejemplo y el presidente no sigue ese ejemplo, como el presidente es la cabeza del partido las personas siguen su ejemplo el cual en materia de salud no tiene ni idea.","@luis_gj @j0s3ph_15 @HLGatell Pero por lo menos Gatell usa cubrebocas y da un ejemplo y el presidente no sigue ese ejemplo, como el presidente es la cabeza del partido las personas siguen su ejemplo el cual en materia de salud no tiene ni idea."
49,La pelea López-Gatell vs Irma Eréndira Sandoval ,La pelea López-Gatell vs Irma Eréndira Sandoval 
50,"@HLGatell Pero Dr. Gatell yo pensé que el COVID19 era una enfermedad menos peligrosa que la INFLUEZA, nos mintió? o será que hacerle a la política lo obliga a mentirnos?","@HLGatell Pero Dr. Gatell yo pensé que el COVID19 era una enfermedad menos peligrosa que la INFLUEZA, nos mintió? o será que hacerle a la política lo obliga a mentirnos?"
51,"@DonPorfifirio Si, Gatell tiene la culpa 🤫 ","@DonPorfifirio Si, Gatell tiene la culpa 🤫 "
52,"@brozoxmiswebs Y FALTAN OTROS 100 MIL POR LA LETALIDAD DEL 10% SOBRE EL MILLON DE INFECTADOS QUE DIJO GATELL ES "" INTRASCENDENTE"" .","@brozoxmiswebs Y FALTAN OTROS 100 MIL POR LA LETALIDAD DEL 10% SOBRE EL MILLON DE INFECTADOS QUE DIJO GATELL ES "" INTRASCENDENTE"" ."
53,STREAM BE PARTY Porfirio Díaz el 20 Gatell Viva México Ceremonia Conmemorativa Hoy 20 Hill Aniv de la Rev Emiliano Zapata Plan de San Luis ,STREAM BE PARTY Porfirio Díaz el 20 Gatell Viva México Ceremonia Conmemorativa Hoy 20 Hill Aniv de la Rev Emiliano Zapata Plan de San Luis 
54,"Me dan un buen de risa los # contra Gatell, no mamen gente, a estas alturas de la pandemia andan un chingo sin cubrebocas en las bates, gym, etc y creyendo que el covik no existe y quieren culpar a alguien más por su pendejismo y valemadrismo. 🙄","Me dan un buen de risa los # contra Gatell, no mamen gente, a estas alturas de la pandemia andan un chingo sin cubrebocas en las bates, gym, etc y creyendo que el covik no existe y quieren culpar a alguien más por su pendejismo y valemadrismo. 🙄"
55,"Cómo me acuerdo cuando López Gatell y AMLO decían que en Mexico el pronóstico serían hasta 8000 muertos por la pandemia y que estábamos mejor que otros países, hoy México tiene más 100,000 muertos y es una tragedia por dónde se le vea, es muy claro que hubo un mal pronóstico ","Cómo me acuerdo cuando López Gatell y AMLO decían que en Mexico el pronóstico serían hasta 8000 muertos por la pandemia y que estábamos mejor que otros países, hoy México tiene más 100,000 muertos y es una tragedia por dónde se le vea, es muy claro que hubo un mal pronóstico "
56,@MisaelVazque @gcastroibarra @HLGatell @SEGOB_mx Paracetamol es lo que receta Gatell.,@MisaelVazque @gcastroibarra @HLGatell @SEGOB_mx Paracetamol es lo que receta Gatell.
57,@LOVREGA Cómo si las ptas encuestas detuvieran el covid no digas tonterias Chuy y deja a defender al inepto y asesino de Gatell #DoctorMuerte #GatellAsesino ,@LOVREGA Cómo si las ptas encuestas detuvieran el covid no digas tonterias Chuy y deja a defender al inepto y asesino de Gatell #DoctorMuerte #GatellAsesino 
58,"@Sarah8ydk @Danymoll11HB @Milenio Gatell es un incompetente, un gato más de la OMS.","@Sarah8ydk @Danymoll11HB @Milenio Gatell es un incompetente, un gato más de la OMS."
59,"@__RcKsCr @rivapa @HLGatell Nadie está diciendo que la estrategia es fallida, pero no solo hay un ganador, hay varios y Gatell a quien los medios (quienes ahora lo critican y echan culpas) fueron los mismos que lo posicionaron en un pedestal desde el inicio.","@__RcKsCr @rivapa @HLGatell Nadie está diciendo que la estrategia es fallida, pero no solo hay un ganador, hay varios y Gatell a quien los medios (quienes ahora lo critican y echan culpas) fueron los mismos que lo posicionaron en un pedestal desde el inicio."
60,|JORNADA | 🏀 🖐️ inicial 5- Richotti 8- Camara 22- Purifoy 12- Gatell 41- Borovnjak #VamosMiPalencia,|JORNADA | 🏀 🖐️ inicial 5- Richotti 8- Camara 22- Purifoy 12- Gatell 41- Borovnjak #VamosMiPalencia
61,"El artículo de @el_pais que tanto irritó esta mañana al presidente @lopezobrador_ -¿Porqué cambiar?, atajó en la mañanera al ser cuestionado sobre los resultados de la ""exitosa estrategia"" encabezada por López Gatell, que tiene un saldo de 100 mil muertos. ","El artículo de @el_pais que tanto irritó esta mañana al presidente @lopezobrador_ -¿Porqué cambiar?, atajó en la mañanera al ser cuestionado sobre los resultados de la ""exitosa estrategia"" encabezada por López Gatell, que tiene un saldo de 100 mil muertos. "
62,"@GMonroyEnergy @AreliPaz @lopezobrador_ El mexicano es vale madre, y agarra cualquier excusa para acomodarse en lo que le conviene. Y qué mejor excusa para valerte madre que las declaraciones evasivas y relax diarias de gatell.","@GMonroyEnergy @AreliPaz @lopezobrador_ El mexicano es vale madre, y agarra cualquier excusa para acomodarse en lo que le conviene. Y qué mejor excusa para valerte madre que las declaraciones evasivas y relax diarias de gatell."
63,Te amoooo😻❤️,Te amoooo😻❤️
64,"Para fin de año en México habrá el doble de muertos por COVID-19 de la cifra catastrófica de López-Gatell. Del mismo que en febrero dijo que era una enfermedad respiratoria leve, del que insiste en que no use cubrebocas, del que en junio terminó con la jornada de sana distancia","Para fin de año en México habrá el doble de muertos por COVID-19 de la cifra catastrófica de López-Gatell. Del mismo que en febrero dijo que era una enfermedad respiratoria leve, del que insiste en que no use cubrebocas, del que en junio terminó con la jornada de sana distancia"
65,"@HernanGomezB @VivaAerobus @HLGatell A Gatell no se le culpa de la negligencia de los demás para cuidarse, con su propia negligencia es suficiente!!! ","@HernanGomezB @VivaAerobus @HLGatell A Gatell no se le culpa de la negligencia de los demás para cuidarse, con su propia negligencia es suficiente!!! "
66,@franciscozea listo para tu neurosis contra Gatell?🤣🤣🤣🤣,@franciscozea listo para tu neurosis contra Gatell?🤣🤣🤣🤣
67,@JLozanoA @beltrandelrio @Naysalvatori Entre tú y ella no se hace uno!,@JLozanoA @beltrandelrio @Naysalvatori Entre tú y ella no se hace uno!
68,Malo el asunto pero más malo el Doctor Gatell,Malo el asunto pero más malo el Doctor Gatell
69,¿Porqué la oposición siempre tendencia al Dr Gatell los fines de semana? ¿ Por guapo ? ¿ Por capaz ? ¿ Por envidia ? ¿ O por todas las anteriores ? ,¿Porqué la oposición siempre tendencia al Dr Gatell los fines de semana? ¿ Por guapo ? ¿ Por capaz ? ¿ Por envidia ? ¿ O por todas las anteriores ? 
70,"@juliopatan09 Para usted el “fracaso” de Gatell es el de EU, Francia, Italia, España, Brasil, Suiza, Belgica, Austria, Chile, Argentina, Colombia, Reino Unido, Peru....del mundo en pocas palabras...","@juliopatan09 Para usted el “fracaso” de Gatell es el de EU, Francia, Italia, España, Brasil, Suiza, Belgica, Austria, Chile, Argentina, Colombia, Reino Unido, Peru....del mundo en pocas palabras..."
71,"@dadkom14 Si la responsabilidad de la pandemia es de las personas, entonces Gatell sobra. Se le puso ahí para tomar decisiones que impactan a nivel nacional. Y las ha tomado, solo que equivocadas, como apostar por la inmunidad de rebaño. Tiene la autoridad y por lo tanto la responsabilidad","@dadkom14 Si la responsabilidad de la pandemia es de las personas, entonces Gatell sobra. Se le puso ahí para tomar decisiones que impactan a nivel nacional. Y las ha tomado, solo que equivocadas, como apostar por la inmunidad de rebaño. Tiene la autoridad y por lo tanto la responsabilidad"
72,"Conociendo los antecedentes de Gatell en su manera tan peculiar de manejar la pandemia en México, que trabajo podría desempeñar al dejar el hueso presente...","Conociendo los antecedentes de Gatell en su manera tan peculiar de manejar la pandemia en México, que trabajo podría desempeñar al dejar el hueso presente..."
73,"Si tienes alguna COMORBILIDAD (obesidad, diabetes, hipertensión arterial, etc) asociada a COMPLICACIONES por COVID tienes 2 opciones: 1. Te cuidas. 2. Redactas tu testamento. TODO DEPENDE DE TI, el virus es muy agresivo pero tú culpando al gobierno o a Gatell, te ves mucho peor.","Si tienes alguna COMORBILIDAD (obesidad, diabetes, hipertensión arterial, etc) asociada a COMPLICACIONES por COVID tienes 2 opciones: 1. Te cuidas. 2. Redactas tu testamento. TODO DEPENDE DE TI, el virus es muy agresivo pero tú culpando al gobierno o a Gatell, te ves mucho peor."
74,"Así es y la negligencias de los encargados de la salud,(AMLO, Acocer y López Gatell) si hubiera justicia debería ser juzgados en la Haya por Genocidio!","Así es y la negligencias de los encargados de la salud,(AMLO, Acocer y López Gatell) si hubiera justicia debería ser juzgados en la Haya por Genocidio!"
75,"@HLGatell Dr. López Gatell, ánimo, somos muchos los que lo apoyamos y entendemos que están haciendo lo mejor posible para combatir está terrible epidemia, y mucho tenemos q poner de nuestra parte. Gracias de corazón, gracias","@HLGatell Dr. López Gatell, ánimo, somos muchos los que lo apoyamos y entendemos que están haciendo lo mejor posible para combatir está terrible epidemia, y mucho tenemos q poner de nuestra parte. Gracias de corazón, gracias"
76,@lopezdoriga Imbécil Gatell,@lopezdoriga Imbécil Gatell
77,"@El_Universal_Mx Cierto hay se equivocó, debería haber hablado primero de béisbol y al final Gatell","@El_Universal_Mx Cierto hay se equivocó, debería haber hablado primero de béisbol y al final Gatell"
78,"@efrensick @GlodeJo07 Gatell es un pendejo... Investiga, documentate, mil veces mejor y mucho mas preparado el Dr. Javier Gomez Vera.... O por que Calderon lo corrio con la epidemia de la influenza AH1N1a Gatell..?? Gatell solo lee numeros... Es un lamehuevos de lopez","@efrensick @GlodeJo07 Gatell es un pendejo... Investiga, documentate, mil veces mejor y mucho mas preparado el Dr. Javier Gomez Vera.... O por que Calderon lo corrio con la epidemia de la influenza AH1N1a Gatell..?? Gatell solo lee numeros... Es un lamehuevos de lopez"
79,@Milenio Amlo y López Gatell ASESINOS ....,@Milenio Amlo y López Gatell ASESINOS ....
80,El Niño Andrés y su amigo el Niño Gatell resultaron ser un desastre...,El Niño Andrés y su amigo el Niño Gatell resultaron ser un desastre...
81,Soberbia y claro ya lo dijo Gatell los muertos no importan,Soberbia y claro ya lo dijo Gatell los muertos no importan
