,tweet,parse
0,"@ericguth50 @proceso A Webo, culpa gatell mandarle soldados partirle madre irresponsables? Que quieres ? Que mande GN cuide crías ? Jaja nmms","@ericguth50 @proceso A Webo, culpa gatell mandarle soldados partirle madre irresponsables? Que quieres ? Que mande GN cuide crías ? Jaja nmms"
1,"Las críticas Gatell recordatorio mal manejo crisis sanitaria #Covid_19mx autoridades Salud. Debería avergonzarles menos merecen familias personas fallecidas disculpa pública, incapacidad. #100MilMuertos","Las críticas Gatell recordatorio mal manejo crisis sanitaria #Covid_19mx autoridades Salud. Debería avergonzarles menos merecen familias personas fallecidas disculpa pública, incapacidad. #100MilMuertos"
2,"@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Metase cabecita pandemia lleva 2 años usted si, 2 años solo sido excusas culpando anteriores, usted asuma responsabilidades hartos pretexto póngase trabajar inútil Gatell corralo sirve.","@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Metase cabecita pandemia lleva 2 años usted si, 2 años solo sido excusas culpando anteriores, usted asuma responsabilidades hartos pretexto póngase trabajar inútil Gatell corralo sirve."
3,"La terquedad presidente cinismo irresponsabilidad Gatell, duplicarán cifra oficial.","La terquedad presidente cinismo irresponsabilidad Gatell, duplicarán cifra oficial."
4,"@Jorge_Ugalde Es pen&amp;{^% parado manos! 😡 Gatell queda atras! Vamos darles dos dipblomas, pendejo si pierde","@Jorge_Ugalde Es pen&amp;{^% parado manos! 😡 Gatell queda atras! Vamos darles dos dipblomas, pendejo si pierde"
5,"@MBM2719 Buen punto. Pero común, importante autoridad sanitaria avalara uso cubrebocas, déjame decirte tristemente conozco personas objetaban Secretario Gatell dicho necesario.","@MBM2719 Buen punto. Pero común, importante autoridad sanitaria avalara uso cubrebocas, déjame decirte tristemente conozco personas objetaban Secretario Gatell dicho necesario."
6,"Dijo 6,000 decesos superamos 100,000 reconocidos; 300,000 reales. Nunca encontró ""pico"". En único CASI atina Titino Gatell dijo pandemia terminaría ""más menos"" 18 abril. Nada equivocó año pndejo.","Dijo 6,000 decesos superamos 100,000 reconocidos; 300,000 reales. Nunca encontró ""pico"". En único CASI atina Titino Gatell dijo pandemia terminaría ""más menos"" 18 abril. Nada equivocó año pndejo."
7,@El_Universal_Mx No acuerdo inepto López Gatell. Y hablemos López.,@El_Universal_Mx No acuerdo inepto López Gatell. Y hablemos López.
8,"Estrategia Gatell: - 9.8 ☠/ 100 casos confirmados COVID-19. Por mucho, PEOR tasa del🌏. - La tasas + ALTA mortalidad sanitarios. - De % + bajos pruebas detección - 35K ☠ estimación - 60K escenario catastrófico. - &gt; 100 mil ☠ subiendo. FRACASO TOTAL","Estrategia Gatell: - 9.8 ☠/ 100 casos confirmados COVID-19. Por mucho, PEOR tasa del🌏. - La tasas + ALTA mortalidad sanitarios. - De % + bajos pruebas detección - 35K ☠ estimación - 60K escenario catastrófico. - &gt; 100 mil ☠ subiendo. FRACASO TOTAL"
9,"@EdiMunoz3 @aracelibs Puede razón si cacas usa cubrebocas Gatell dice cubrebocas seguros, pues ponen pésimo ejemplo aparte vale verga!","@EdiMunoz3 @aracelibs Puede razón si cacas usa cubrebocas Gatell dice cubrebocas seguros, pues ponen pésimo ejemplo aparte vale verga!"
10,"@dadkom14 No debemos bajar nivel fachos miserables. El apoyo %100 hacia AMLO Gatell, MÁS FUERTES nunca. La 4T sigue rumbo.","@dadkom14 No debemos bajar nivel fachos miserables. El apoyo %100 hacia AMLO Gatell, MÁS FUERTES nunca. La 4T sigue rumbo."
11,"@lord_inario Mejor sigamos fiestas luego culpamos Dr Gatell, fácil...","@lord_inario Mejor sigamos fiestas luego culpamos Dr Gatell, fácil..."
12,"Ya superaron 100mil muertes covid ahora si “uso cubrebocas obligatorio pruebas masivas” ah “no comprobado funcione, necesario” ctm Gatell","Ya superaron 100mil muertes covid ahora si “uso cubrebocas obligatorio pruebas masivas” ah “no comprobado funcione, necesario” ctm Gatell"
13,"@Abrahamchillet @RiosCorona222 A Gatell, Anciasno, gabinete ineptos morenarcos...","@Abrahamchillet @RiosCorona222 A Gatell, Anciasno, gabinete ineptos morenarcos..."
14,"@lopezdoriga Gatell ganado pulso título #DrMuerte servilismo lealtad ciega ANLO ahorrarle $$$ posible pruebas detección, así ocultar cifras reales gran mortandad Covid. Ineptos corruptazos!!","@lopezdoriga Gatell ganado pulso título #DrMuerte servilismo lealtad ciega ANLO ahorrarle $$$ posible pruebas detección, así ocultar cifras reales gran mortandad Covid. Ineptos corruptazos!!"
15,Tiene defender Frankenstein López -Gatell... Este anillo aquel dedo...!!!,Tiene defender Frankenstein López -Gatell... Este anillo aquel dedo...!!!
16,"Tienen obesidad, hipertensión, diabetes, usan cubrebocas incorrectamente usan, van reuniones cuates (todo tranqui we), hacen fila comprar cerveza aprovechar desuentazos Buen Fin, llega 100 mil muertos ""PINCHÉ GATELL matando""","Tienen obesidad, hipertensión, diabetes, usan cubrebocas incorrectamente usan, van reuniones cuates (todo tranqui we), hacen fila comprar cerveza aprovechar desuentazos Buen Fin, llega 100 mil muertos ""PINCHÉ GATELL matando"""
17,"Somos adultos, dicen Gatell obligo irte fiesta dicen #NosFaltan100mil Basta excusas ,han ""ahorrado"" pruebas equipo médicos,han dado información equivocada ,se negado implementar estrategia agresiva eficaz ..hasta cuando?","Somos adultos, dicen Gatell obligo irte fiesta dicen #NosFaltan100mil Basta excusas ,han ""ahorrado"" pruebas equipo médicos,han dado información equivocada ,se negado implementar estrategia agresiva eficaz ..hasta cuando?"
18,"@Sarah8ydk @Danymoll11HB @Milenio Así cosas!En comparación c/algunos países consecuencias mortales s/mucho menoresSe imaginan si PeñitaOlos anteriores qTODOlo q podían s llevaban p/su""molino""?NOculpen Dr.#Gatell Pdte.#Amlo d qNOesta únicmente manos controlar","@Sarah8ydk @Danymoll11HB @Milenio Así cosas!En comparación c/algunos países consecuencias mortales s/mucho menoresSe imaginan si PeñitaOlos anteriores qTODOlo q podían s llevaban p/su""molino""?NOculpen Dr.#Gatell Pdte.#Amlo d qNOesta únicmente manos controlar"
19,"@Sarah8ydk @Milenio Desde momento saco detente gatell dijo fuerza moral contagio, toda responsabilidad mundo!!! Y ya, dice pasa nada!!!","@Sarah8ydk @Milenio Desde momento saco detente gatell dijo fuerza moral contagio, toda responsabilidad mundo!!! Y ya, dice pasa nada!!!"
20,"No tan difícil, multiplícalo 3.3 dijo Gatell momento. #NosFaltan100mil #VxM","No tan difícil, multiplícalo 3.3 dijo Gatell momento. #NosFaltan100mil #VxM"
21,El pueblo bueno pone apodos Dr. López Gatell,El pueblo bueno pone apodos Dr. López Gatell
22,@eugeniods2001 @Lizgottik Supongo culpa Gatell,@eugeniods2001 @Lizgottik Supongo culpa Gatell
23,"@ramblassino Será gente cuida , hacen fiestas andan compras, bueno creo acusan Gatell presidente, reprimir","@ramblassino Será gente cuida , hacen fiestas andan compras, bueno creo acusan Gatell presidente, reprimir"
24,|JORNADA 6| 🏀 1Q 🕐1:30 👉Deeentro Edu Gatell. #DestinoPalencia 4-0 @CBT_Autocid #VamosMiPalencia,|JORNADA 6| 🏀 1Q 🕐1:30 👉Deeentro Edu Gatell. #DestinoPalencia 4-0 @CBT_Autocid #VamosMiPalencia
25,@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Yo creo UD. MIENTE SR. PRESIDENTE ...LOS RESULTADOS NO HAN SIDO ÓPTIMOS NECEDAD DE DARNOS MAL EJEMPLO DE NO USAR TAPABOCAS JUNTO CON SU ACHICHINCLE GATELL .. presuma malo resultados,@politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Yo creo UD. MIENTE SR. PRESIDENTE ...LOS RESULTADOS NO HAN SIDO ÓPTIMOS NECEDAD DE DARNOS MAL EJEMPLO DE NO USAR TAPABOCAS JUNTO CON SU ACHICHINCLE GATELL .. presuma malo resultados
26,"#Gatell !Se Ha Vuuelto Escarnio los,Empresarios #PRIAN - Y FIFIS Conservadores FACHOS...!!Si No Se Obedeció.NADA= La Mayoría Fiestas,Panteones,Plazas..!!Viejitos,Limosneritos..Indígenas Y Muchísimos Sin TAPABOCAS!!","#Gatell !Se Ha Vuuelto Escarnio los,Empresarios #PRIAN - Y FIFIS Conservadores FACHOS...!!Si No Se Obedeció.NADA= La Mayoría Fiestas,Panteones,Plazas..!!Viejitos,Limosneritos..Indígenas Y Muchísimos Sin TAPABOCAS!!"
27,@Veronicapl71 Si Hay Alguien Honesto Capaz De Buena Reputación O Digno Alabanza Es Nuestro Tremendo Presidente Hosanna Aleluya Junto Con Pegado Nuestro Dr Gatell Estamos Unidos Con Amlo Con El Alma Y El Corazón O Sea Que Te Queremos Un Chingamadral De A Madres VIVA AMLO,@Veronicapl71 Si Hay Alguien Honesto Capaz De Buena Reputación O Digno Alabanza Es Nuestro Tremendo Presidente Hosanna Aleluya Junto Con Pegado Nuestro Dr Gatell Estamos Unidos Con Amlo Con El Alma Y El Corazón O Sea Que Te Queremos Un Chingamadral De A Madres VIVA AMLO
28,"#mañanera KK""s Vergüenza renuncia HDSPM haz haga mismo gato Gatell México libre endejos ineptos","#mañanera KK""s Vergüenza renuncia HDSPM haz haga mismo gato Gatell México libre endejos ineptos"
29,"@JulinEmiliano1 @deniseramosm @concursomemes Tarjeta bienestar ? Jajaja bien sabes , bueno defiendo ningún político, Gatell responsabilidad tiene, banalizar haciendo concurso memes, falta respeto muertos responsable. Chécale culpa .","@JulinEmiliano1 @deniseramosm @concursomemes Tarjeta bienestar ? Jajaja bien sabes , bueno defiendo ningún político, Gatell responsabilidad tiene, banalizar haciendo concurso memes, falta respeto muertos responsable. Chécale culpa ."
30,¿En serio creen culpar Gatell 100 mil muertes covid mala estrategia hay? En serio bien pendejos.,¿En serio creen culpar Gatell 100 mil muertes covid mala estrategia hay? En serio bien pendejos.
31,@LOVREGA Te recuerdo pandemia nfluenza AH1N1 Calderorón despidió Gatell inmediatamente mal manejo controló situación mejor.,@LOVREGA Te recuerdo pandemia nfluenza AH1N1 Calderorón despidió Gatell inmediatamente mal manejo controló situación mejor.
32,"Grácias Ricardo alertar población. Está haciendo trabajo Gatell, inútil #SonMasDe100mil #VxM","Grácias Ricardo alertar población. Está haciendo trabajo Gatell, inútil #SonMasDe100mil #VxM"
33,"En temas, llegamos 100 mil muertos Covid-19, Hugo López Gatell dice cifra “inusual” #AMLO felicita estrategia... Mientras México así 👇🏼 #coronavirus #Gatell","En temas, llegamos 100 mil muertos Covid-19, Hugo López Gatell dice cifra “inusual” #AMLO felicita estrategia... Mientras México así 👇🏼 #coronavirus #Gatell"
34,"No puedes echar culpa Gatell falta capacidad cuidarte cuidar tuyos, si bien sistema salud mejor, debería ser sorpresa muchos, responsabilidad quedarnos casa, saturar hospitals","No puedes echar culpa Gatell falta capacidad cuidarte cuidar tuyos, si bien sistema salud mejor, debería ser sorpresa muchos, responsabilidad quedarnos casa, saturar hospitals"
35,Los medios atizándole duro López Gatell. Los merolicos radio tv prensa descansan.,Los medios atizándole duro López Gatell. Los merolicos radio tv prensa descansan.
36,"Que análisis tan profundo, estimado López Gatell, análisis médico IMSS político más, cada paso das grande estupidez demuestra interés político ahora, demérito trabajo porquería. Das asco Puerco..","Que análisis tan profundo, estimado López Gatell, análisis médico IMSS político más, cada paso das grande estupidez demuestra interés político ahora, demérito trabajo porquería. Das asco Puerco.."
37,"No, Gatell hecho buen trabajo, realidad pueden tratar infantes, adultos (se supone responsables) conocemos medidas, tantas muertes responsabilidad compartida.","No, Gatell hecho buen trabajo, realidad pueden tratar infantes, adultos (se supone responsables) conocemos medidas, tantas muertes responsabilidad compartida."
38,@proceso Que esperemos tipo tan inepto sr López Gatell (porque puede llamar doctor),@proceso Que esperemos tipo tan inepto sr López Gatell (porque puede llamar doctor)
39,"Se trabajo fácil señor #Gatell, mismo debe alguien diga ""fuerza moral contagio"" excusas quedar bien patrón #NosFaltan100mil.","Se trabajo fácil señor #Gatell, mismo debe alguien diga ""fuerza moral contagio"" excusas quedar bien patrón #NosFaltan100mil."
40,"Quejate quieras Lopez Gatell, menos mantuvo raya estupideces. Leean nota, dejen ser florecitas. Prefiero 100mil 1 millon muertos, ""Gobers - expertos"" babosos, Einstein.","Quejate quieras Lopez Gatell, menos mantuvo raya estupideces. Leean nota, dejen ser florecitas. Prefiero 100mil 1 millon muertos, ""Gobers - expertos"" babosos, Einstein."
41,A López-Gatell hace inusual 100 mil muertes inusual tomándose fotos,A López-Gatell hace inusual 100 mil muertes inusual tomándose fotos
42,Es tonto debería poner ejemplo baboso gatell primero decía pasa haber ahora mas 100 mil muertos sigue necio estúpido,Es tonto debería poner ejemplo baboso gatell primero decía pasa haber ahora mas 100 mil muertos sigue necio estúpido
43,"""Irving Gatell cuenta fascinante, trágica, historia comunidad establecimiento Ciudad México"". Una charla Irving Gatell 🎥","""Irving Gatell cuenta fascinante, trágica, historia comunidad establecimiento Ciudad México"". Una charla Irving Gatell 🎥"
44,@Claudiashein Eso funciona. Basta analizar cantidad fallecimientos número reales. Urge cambio estrategia. Gatell ganado honores apodo Dr. Muerte. Usted debe ser cómplice.,@Claudiashein Eso funciona. Basta analizar cantidad fallecimientos número reales. Urge cambio estrategia. Gatell ganado honores apodo Dr. Muerte. Usted debe ser cómplice.
45,"@LOVREGA Solo Tuve salir TRABAJAR adquirí Covid ¿Es culpa Gatell? La respuesta obvia LOS MÉXICANOS día día salir ganarse vida, costa Perderla! Porqué Inhumano @lopezobrador_ imbécil @HLGatell NO APOYARON ECONÓMIA","@LOVREGA Solo Tuve salir TRABAJAR adquirí Covid ¿Es culpa Gatell? La respuesta obvia LOS MÉXICANOS día día salir ganarse vida, costa Perderla! Porqué Inhumano @lopezobrador_ imbécil @HLGatell NO APOYARON ECONÓMIA"
46,"@as_magg17 @politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Sana distancia, lavado frecuente manos, salir solo indispensable, personas mayores cualquier síntoma gripe temperatura leve inmediatamente vaya doctor. Gatell siempre dicho","@as_magg17 @politicomx @zoerobledo @SSalud_mx @m_ebrard @LillyTellez @Mzavalagc @MarkoCortes Sana distancia, lavado frecuente manos, salir solo indispensable, personas mayores cualquier síntoma gripe temperatura leve inmediatamente vaya doctor. Gatell siempre dicho"
47,"@LOVREGA Aunque cierto e, quita asesino, demás defienden Gatell Peje igual miserables.","@LOVREGA Aunque cierto e, quita asesino, demás defienden Gatell Peje igual miserables."
48,"@luis_gj @j0s3ph_15 @HLGatell Pero menos Gatell usa cubrebocas da ejemplo presidente sigue ejemplo, presidente cabeza partido personas siguen ejemplo materia salud idea.","@luis_gj @j0s3ph_15 @HLGatell Pero menos Gatell usa cubrebocas da ejemplo presidente sigue ejemplo, presidente cabeza partido personas siguen ejemplo materia salud idea."
49,La pelea López-Gatell vs Irma Eréndira Sandoval,La pelea López-Gatell vs Irma Eréndira Sandoval
50,"@HLGatell Pero Dr. Gatell pensé COVID19 enfermedad menos peligrosa INFLUEZA, mintió? hacerle política obliga mentirnos?","@HLGatell Pero Dr. Gatell pensé COVID19 enfermedad menos peligrosa INFLUEZA, mintió? hacerle política obliga mentirnos?"
51,"@DonPorfifirio Si, Gatell culpa 🤫","@DonPorfifirio Si, Gatell culpa 🤫"
52,"@brozoxmiswebs Y FALTAN OTROS 100 MIL POR LA LETALIDAD DEL 10% SOBRE EL MILLON DE INFECTADOS QUE DIJO GATELL ES "" INTRASCENDENTE"" .","@brozoxmiswebs Y FALTAN OTROS 100 MIL POR LA LETALIDAD DEL 10% SOBRE EL MILLON DE INFECTADOS QUE DIJO GATELL ES "" INTRASCENDENTE"" ."
53,STREAM BE PARTY Porfirio Díaz 20 Gatell Viva México Ceremonia Conmemorativa Hoy 20 Hill Aniv Rev Emiliano Zapata Plan San Luis,STREAM BE PARTY Porfirio Díaz 20 Gatell Viva México Ceremonia Conmemorativa Hoy 20 Hill Aniv Rev Emiliano Zapata Plan San Luis
54,"Me dan buen risa # Gatell, mamen gente, alturas pandemia andan chingo cubrebocas bates, gym, etc creyendo covik existe quieren culpar alguien pendejismo valemadrismo. 🙄","Me dan buen risa # Gatell, mamen gente, alturas pandemia andan chingo cubrebocas bates, gym, etc creyendo covik existe quieren culpar alguien pendejismo valemadrismo. 🙄"
55,"Cómo acuerdo López Gatell AMLO decían Mexico pronóstico 8000 muertos pandemia mejor países, hoy México 100,000 muertos tragedia dónde vea, claro mal pronóstico","Cómo acuerdo López Gatell AMLO decían Mexico pronóstico 8000 muertos pandemia mejor países, hoy México 100,000 muertos tragedia dónde vea, claro mal pronóstico"
56,@MisaelVazque @gcastroibarra @HLGatell @SEGOB_mx Paracetamol receta Gatell.,@MisaelVazque @gcastroibarra @HLGatell @SEGOB_mx Paracetamol receta Gatell.
57,@LOVREGA Cómo si ptas encuestas detuvieran covid digas tonterias Chuy deja defender inepto asesino Gatell #DoctorMuerte #GatellAsesino,@LOVREGA Cómo si ptas encuestas detuvieran covid digas tonterias Chuy deja defender inepto asesino Gatell #DoctorMuerte #GatellAsesino
58,"@Sarah8ydk @Danymoll11HB @Milenio Gatell incompetente, gato OMS.","@Sarah8ydk @Danymoll11HB @Milenio Gatell incompetente, gato OMS."
59,"@__RcKsCr @rivapa @HLGatell Nadie diciendo estrategia fallida, solo ganador, varios Gatell medios (quienes ahora critican echan culpas) mismos posicionaron pedestal inicio.","@__RcKsCr @rivapa @HLGatell Nadie diciendo estrategia fallida, solo ganador, varios Gatell medios (quienes ahora critican echan culpas) mismos posicionaron pedestal inicio."
60,|JORNADA | 🏀 🖐️ inicial 5- Richotti 8- Camara 22- Purifoy 12- Gatell 41- Borovnjak #VamosMiPalencia,|JORNADA | 🏀 🖐️ inicial 5- Richotti 8- Camara 22- Purifoy 12- Gatell 41- Borovnjak #VamosMiPalencia
61,"El artículo @el_pais irritó mañana presidente @lopezobrador_ -¿Porqué cambiar?, atajó mañanera ser cuestionado resultados ""exitosa estrategia"" encabezada López Gatell, saldo 100 mil muertos.","El artículo @el_pais irritó mañana presidente @lopezobrador_ -¿Porqué cambiar?, atajó mañanera ser cuestionado resultados ""exitosa estrategia"" encabezada López Gatell, saldo 100 mil muertos."
62,"@GMonroyEnergy @AreliPaz @lopezobrador_ El mexicano vale madre, agarra cualquier excusa acomodarse conviene. Y mejor excusa valerte madre declaraciones evasivas relax diarias gatell.","@GMonroyEnergy @AreliPaz @lopezobrador_ El mexicano vale madre, agarra cualquier excusa acomodarse conviene. Y mejor excusa valerte madre declaraciones evasivas relax diarias gatell."
63,Te amoooo😻❤️,Te amoooo😻❤️
64,"Para fin año México doble muertos COVID-19 cifra catastrófica López-Gatell. Del mismo febrero dijo enfermedad respiratoria leve, insiste use cubrebocas, junio terminó jornada sana distancia","Para fin año México doble muertos COVID-19 cifra catastrófica López-Gatell. Del mismo febrero dijo enfermedad respiratoria leve, insiste use cubrebocas, junio terminó jornada sana distancia"
65,"@HernanGomezB @VivaAerobus @HLGatell A Gatell culpa negligencia demás cuidarse, propia negligencia suficiente!!!","@HernanGomezB @VivaAerobus @HLGatell A Gatell culpa negligencia demás cuidarse, propia negligencia suficiente!!!"
66,@franciscozea listo neurosis Gatell?🤣🤣🤣🤣,@franciscozea listo neurosis Gatell?🤣🤣🤣🤣
67,@JLozanoA @beltrandelrio @Naysalvatori Entre hace uno!,@JLozanoA @beltrandelrio @Naysalvatori Entre hace uno!
68,Malo asunto malo Doctor Gatell,Malo asunto malo Doctor Gatell
69,¿Porqué oposición siempre tendencia Dr Gatell fines semana? ¿ Por guapo ? ¿ Por capaz ? ¿ Por envidia ? ¿ O todas anteriores ?,¿Porqué oposición siempre tendencia Dr Gatell fines semana? ¿ Por guapo ? ¿ Por capaz ? ¿ Por envidia ? ¿ O todas anteriores ?
70,"@juliopatan09 Para usted “fracaso” Gatell EU, Francia, Italia, España, Brasil, Suiza, Belgica, Austria, Chile, Argentina, Colombia, Reino Unido, Peru....del mundo pocas palabras...","@juliopatan09 Para usted “fracaso” Gatell EU, Francia, Italia, España, Brasil, Suiza, Belgica, Austria, Chile, Argentina, Colombia, Reino Unido, Peru....del mundo pocas palabras..."
71,"@dadkom14 Si responsabilidad pandemia personas, entonces Gatell sobra. Se puso ahí tomar decisiones impactan nivel nacional. Y tomado, solo equivocadas, apostar inmunidad rebaño. Tiene autoridad responsabilidad","@dadkom14 Si responsabilidad pandemia personas, entonces Gatell sobra. Se puso ahí tomar decisiones impactan nivel nacional. Y tomado, solo equivocadas, apostar inmunidad rebaño. Tiene autoridad responsabilidad"
72,"Conociendo antecedentes Gatell manera tan peculiar manejar pandemia México, trabajo podría desempeñar dejar hueso presente...","Conociendo antecedentes Gatell manera tan peculiar manejar pandemia México, trabajo podría desempeñar dejar hueso presente..."
73,"Si alguna COMORBILIDAD (obesidad, diabetes, hipertensión arterial, etc) asociada COMPLICACIONES COVID 2 opciones: 1. Te cuidas. 2. Redactas testamento. TODO DEPENDE DE TI, virus agresivo culpando gobierno Gatell, ves peor.","Si alguna COMORBILIDAD (obesidad, diabetes, hipertensión arterial, etc) asociada COMPLICACIONES COVID 2 opciones: 1. Te cuidas. 2. Redactas testamento. TODO DEPENDE DE TI, virus agresivo culpando gobierno Gatell, ves peor."
74,"Así negligencias encargados salud,(AMLO, Acocer López Gatell) si justicia debería ser juzgados Haya Genocidio!","Así negligencias encargados salud,(AMLO, Acocer López Gatell) si justicia debería ser juzgados Haya Genocidio!"
75,"@HLGatell Dr. López Gatell, ánimo, apoyamos entendemos haciendo mejor posible combatir terrible epidemia, q poner parte. Gracias corazón, gracias","@HLGatell Dr. López Gatell, ánimo, apoyamos entendemos haciendo mejor posible combatir terrible epidemia, q poner parte. Gracias corazón, gracias"
76,@lopezdoriga Imbécil Gatell,@lopezdoriga Imbécil Gatell
77,"@El_Universal_Mx Cierto equivocó, debería haber hablado primero béisbol final Gatell","@El_Universal_Mx Cierto equivocó, debería haber hablado primero béisbol final Gatell"
78,"@efrensick @GlodeJo07 Gatell pendejo... Investiga, documentate, mil veces mejor mas preparado Dr. Javier Gomez Vera.... O Calderon corrio epidemia influenza AH1N1a Gatell..?? Gatell solo lee numeros... Es lamehuevos lopez","@efrensick @GlodeJo07 Gatell pendejo... Investiga, documentate, mil veces mejor mas preparado Dr. Javier Gomez Vera.... O Calderon corrio epidemia influenza AH1N1a Gatell..?? Gatell solo lee numeros... Es lamehuevos lopez"
79,@Milenio Amlo López Gatell ASESINOS ....,@Milenio Amlo López Gatell ASESINOS ....
80,El Niño Andrés amigo Niño Gatell resultaron ser desastre...,El Niño Andrés amigo Niño Gatell resultaron ser desastre...
81,Soberbia claro dijo Gatell muertos importan,Soberbia claro dijo Gatell muertos importan
82,"@Sarah8ydk @Danymoll11HB @Milenio Claro, mismo gatell dicho innumerables veces cubrebocas útil mismo presidente rehúsa usarlo poner ejemplo, TODOS líderes mundo hecho darle ejemplo mismo pueblo 🤷‍♂️","@Sarah8ydk @Danymoll11HB @Milenio Claro, mismo gatell dicho innumerables veces cubrebocas útil mismo presidente rehúsa usarlo poner ejemplo, TODOS líderes mundo hecho darle ejemplo mismo pueblo 🤷‍♂️"
83,"@Mompracem_ @bernardo_gomez @LOVREGA Te podría hacer popurrí Lopez-Gatell diciendo ""no esperen"" trabajar. Ve conferencias COVID 7pm, dice diario.","@Mompracem_ @bernardo_gomez @LOVREGA Te podría hacer popurrí Lopez-Gatell diciendo ""no esperen"" trabajar. Ve conferencias COVID 7pm, dice diario."
84,"Y supuesto, único país junto Brasil Estados Unidos oleadas, sino mortal constante pico 500 muertes diarias, medio año contando. Son muertos Gatell, muertos López Obrador.","Y supuesto, único país junto Brasil Estados Unidos oleadas, sino mortal constante pico 500 muertes diarias, medio año contando. Son muertos Gatell, muertos López Obrador."
85,"@THE_MASTER_1971 @aracelibs @lopezobrador_ Si sirve si sirve, sirve sirve. Gatell, nobel medicina.","@THE_MASTER_1971 @aracelibs @lopezobrador_ Si sirve si sirve, sirve sirve. Gatell, nobel medicina."
86,"“Esta cifra inusual”: López-Gatell reconoció 100,000 muertes COVID-19 registradas México","“Esta cifra inusual”: López-Gatell reconoció 100,000 muertes COVID-19 registradas México"
87,"@HistoriaPedro Los fanáticos padecen miopía incurable aclaro, jamás votado, haré candidato alguno PRI O PAN. No importa quién dónde demuestren Gatell minimizó importancia cubrebocas, fanatico más...","@HistoriaPedro Los fanáticos padecen miopía incurable aclaro, jamás votado, haré candidato alguno PRI O PAN. No importa quién dónde demuestren Gatell minimizó importancia cubrebocas, fanatico más..."
88,"Me caga ""lógica"" pueblo muertes culpa López-Gatell presidente mínima intención cuidarse","Me caga ""lógica"" pueblo muertes culpa López-Gatell presidente mínima intención cuidarse"
89,@dadkom14 Yep.. En momento puede hacer gobierno paralizar país.... Pero sistema centinela sirvió Nada... Políticas públicas tipo llamados misa... Y mezquindad hacer pruebas gasto.... Si culpa gatell...,@dadkom14 Yep.. En momento puede hacer gobierno paralizar país.... Pero sistema centinela sirvió Nada... Políticas públicas tipo llamados misa... Y mezquindad hacer pruebas gasto.... Si culpa gatell...
90,Que duro artículo @el_pais tragedia #COVID19 México. Y manejo manos ineptos López-Gatell.,Que duro artículo @el_pais tragedia #COVID19 México. Y manejo manos ineptos López-Gatell.
91,"Solo mente Presidente, cabe decir 100,000 muertos resultado buena estrategia Se olvida López Gatell dijo 60,000 catastrófico, ahora 100,000","Solo mente Presidente, cabe decir 100,000 muertos resultado buena estrategia Se olvida López Gatell dijo 60,000 catastrófico, ahora 100,000"
92,"El gobierno lleva MESES, dando conferencias DIARIAS diciendo EL COVID ES MORTAL Y SERIO. Los mexicanos necesitan modo, salen trabajar. Pero otros, ¿todos demás podrían encerrados bronca? Haciendo fiestas, saliendo. Pero culpa Gatell...","El gobierno lleva MESES, dando conferencias DIARIAS diciendo EL COVID ES MORTAL Y SERIO. Los mexicanos necesitan modo, salen trabajar. Pero otros, ¿todos demás podrían encerrados bronca? Haciendo fiestas, saliendo. Pero culpa Gatell..."
93,@HLGatell Eres PENDEJO Gatell.,@HLGatell Eres PENDEJO Gatell.
94,"@V_TrujilloM Aplicando impecable lógica, si Gatell culpa tantos muertos, ¿tú culpa tantos pendejos?","@V_TrujilloM Aplicando impecable lógica, si Gatell culpa tantos muertos, ¿tú culpa tantos pendejos?"
95,"@johnwickmx @_pilimili @draveropdeg Nunca prepararon, olvides magnánimas palabras Gatell febrero 👇🏻","@johnwickmx @_pilimili @draveropdeg Nunca prepararon, olvides magnánimas palabras Gatell febrero 👇🏻"
96,@LOVREGA Si! Gatell obligó ir fiesta!,@LOVREGA Si! Gatell obligó ir fiesta!
97,Criminales. El presidente López López Gatell. Criminales.,Criminales. El presidente López López Gatell. Criminales.
98,@LOVREGA Y luego?? Le hacemos mole gatell excelente trabajo??,@LOVREGA Y luego?? Le hacemos mole gatell excelente trabajo??
99,"@UGatuito @SergioSarmiento No pendejo mejor mandar hacer monumento Obrador Gatell conmemorativa 100 mil vidas. Si dimensionas animal 100 mil, estadio Azteca lleno cuerpos gobierno mierda arrogante recula corrige prefiere vidas entes aceptar errores.","@UGatuito @SergioSarmiento No pendejo mejor mandar hacer monumento Obrador Gatell conmemorativa 100 mil vidas. Si dimensionas animal 100 mil, estadio Azteca lleno cuerpos gobierno mierda arrogante recula corrige prefiere vidas entes aceptar errores."
100,"@WRADIOMexico @asilascosasw Lo mejor cubre bocas, ejemplo presidente atención indicaciones ilustre Doctor Killer (López Gatell)","@WRADIOMexico @asilascosasw Lo mejor cubre bocas, ejemplo presidente atención indicaciones ilustre Doctor Killer (López Gatell)"
