,tweet,parse
182,"@leozuckermann @HLGatell Se olvida Gatell dijo ""un escenario MUY catastrófico"", 60 mil.","@leozuckermann @HLGatell Se olvida Gatell dijo ""un escenario MUY catastrófico"", 60 mil."
183,#NosFaltan100mil #Gatell #DoctorMuerte Cual siguiente meta? PRIMERO MÁS DE CIEN MIL FAMILIAS TE MANDAN SALUDAR Y DESPUÉS TODO EL PAÍS GENOCIDA #SonMasDe100mil #VxM,#NosFaltan100mil #Gatell #DoctorMuerte Cual siguiente meta? PRIMERO MÁS DE CIEN MIL FAMILIAS TE MANDAN SALUDAR Y DESPUÉS TODO EL PAÍS GENOCIDA #SonMasDe100mil #VxM
184,"Ya contando magnífica gestión Gatell y, paso, justificando 100 mil muertos. PTM odio.","Ya contando magnífica gestión Gatell y, paso, justificando 100 mil muertos. PTM odio."
185,"@beatlondon12 @georgeqro @Lvissxz @elpaismexico Ahora enojan país exhibe realidad, ineptitud Gatell. Dejen hacer maromas defender indefendible","@beatlondon12 @georgeqro @Lvissxz @elpaismexico Ahora enojan país exhibe realidad, ineptitud Gatell. Dejen hacer maromas defender indefendible"
186,Aquest home unes ganes protagonisme brutals. Millor quedi Andorra amb caos creat allà.,Aquest home unes ganes protagonisme brutals. Millor quedi Andorra amb caos creat allà.
187,"Recuerdo así broméabamos secundaria: ""Vas salir panzudo vas decir Gatell..."" Y sí, quejan proteccionismo pobres, quieren Gatell proteja estulticia indisciplina sanitaria. #NoMamar","Recuerdo así broméabamos secundaria: ""Vas salir panzudo vas decir Gatell..."" Y sí, quejan proteccionismo pobres, quieren Gatell proteja estulticia indisciplina sanitaria. #NoMamar"
188,@Milenio @Berrueto Para gatell jefe Mexicanos contagie mortalidad cresca importante sólo cifras 🥺🥺🥺🥺,@Milenio @Berrueto Para gatell jefe Mexicanos contagie mortalidad cresca importante sólo cifras 🥺🥺🥺🥺
189,A dio covid culpo Gatell entiendo nivel mundial ningún país salvado virus. Estúpidos aquellos dejan caer responsabilidad solo hombre sabiendo responsabilidad todos. Así oposición miserables!.,A dio covid culpo Gatell entiendo nivel mundial ningún país salvado virus. Estúpidos aquellos dejan caer responsabilidad solo hombre sabiendo responsabilidad todos. Así oposición miserables!.
190,"Pinche enano Alfonso Romo, mero va viaje eterno, vale madres Glifosato (veneno efectos convertir humanos termitas 😱) vete espejo Gatell #Mexico","Pinche enano Alfonso Romo, mero va viaje eterno, vale madres Glifosato (veneno efectos convertir humanos termitas 😱) vete espejo Gatell #Mexico"
191,"@leozuckermann @HLGatell Irresponsabilidad generalizada población, vente dar toda vuelta centro historico culpa ello andres manuel gatell, anda, ven, atrevete, sólo acuses prueba alguna.","@leozuckermann @HLGatell Irresponsabilidad generalizada población, vente dar toda vuelta centro historico culpa ello andres manuel gatell, anda, ven, atrevete, sólo acuses prueba alguna."
192,"Tendrá mayor intensidad Covid-19 diciembre-enero, alerta López-Gatell, ""y preparados responder manera ágil modificaciones movilidad pública disminuir transmisión"". vía @lajornadaonline","Tendrá mayor intensidad Covid-19 diciembre-enero, alerta López-Gatell, ""y preparados responder manera ágil modificaciones movilidad pública disminuir transmisión"". vía @lajornadaonline"
193,"@Deaquitemiro @RiosCorona222 Está pendejo. Gatell,Dr. Muerte.","@Deaquitemiro @RiosCorona222 Está pendejo. Gatell,Dr. Muerte."
194,"No veo hablando Gatell AMLO quejándose mala administración salud, pinches marihuanos.","No veo hablando Gatell AMLO quejándose mala administración salud, pinches marihuanos."
195,"En regímenes izquierda JAMÁS aceptan derrotas fracasos... Prefieren hundir país completo, decir: equivoqué vamos corrregir. #AmloElFracasoPresidencial #gatell #DrMuerte #COVID19mx","En regímenes izquierda JAMÁS aceptan derrotas fracasos... Prefieren hundir país completo, decir: equivoqué vamos corrregir. #AmloElFracasoPresidencial #gatell #DrMuerte #COVID19mx"
196,"@HistoriaPedro @gabrielguerrac Exacto, venganse dar vuelta centro historico, vean anda gente ello culpen gatell, justificación mande rancho andres manuel, verdad fácil culpar alguien sólo descargar responsabilidad entendemos.","@HistoriaPedro @gabrielguerrac Exacto, venganse dar vuelta centro historico, vean anda gente ello culpen gatell, justificación mande rancho andres manuel, verdad fácil culpar alguien sólo descargar responsabilidad entendemos."
197,"Con evidencias estas, difícil tratar justificar #Gatell, tampoco chinguen. El gobierno responsable dar ejemplo, si, ustedes culpables seguir yendo fiestas, reuniones familiares, llenando bares, etc algún tipo cuidado.","Con evidencias estas, difícil tratar justificar #Gatell, tampoco chinguen. El gobierno responsable dar ejemplo, si, ustedes culpables seguir yendo fiestas, reuniones familiares, llenando bares, etc algún tipo cuidado."
198,@_denial Sexto día mejor. Creo si voy librar.,@_denial Sexto día mejor. Creo si voy librar.
199,"@HLGatell Dr. López-Gatell, Lauscabo respetamos queremos, día hoy nunca. Abrazo solidario.","@HLGatell Dr. López-Gatell, Lauscabo respetamos queremos, día hoy nunca. Abrazo solidario."
200,@maldito_mostro @ArmedRamon @rivapa @HLGatell @lopezobrador_ Lo golpeteo. Si viste mañaneras si viste vespertinas si escuchaste dr gatell dedujiste digo problema mental bastante serio,@maldito_mostro @ArmedRamon @rivapa @HLGatell @lopezobrador_ Lo golpeteo. Si viste mañaneras si viste vespertinas si escuchaste dr gatell dedujiste digo problema mental bastante serio
201,"Con evidencias estas, difícil tratar justificar #Gatell, tampoco chinguen. El gobierno responsable dar ejemplo, si, ustedes culpables seguir yendo fiestas, reuniones familiares, llenando bares, etc algún tipo cuidado.","Con evidencias estas, difícil tratar justificar #Gatell, tampoco chinguen. El gobierno responsable dar ejemplo, si, ustedes culpables seguir yendo fiestas, reuniones familiares, llenando bares, etc algún tipo cuidado."
202,"#100MilDeGatell dijo Marzo, par pndj0z cacas gatell, paso, supero 50 mil muertos 500 mil contagiados. Tenemos dos problemas: Covid-19 AMLO","#100MilDeGatell dijo Marzo, par pndj0z cacas gatell, paso, supero 50 mil muertos 500 mil contagiados. Tenemos dos problemas: Covid-19 AMLO"
203,"@SamuelOrozco07 @ChumelTorres El Doc Gatell dijo x ahí Abril deberíamos multiplicar cifras x8, entonces serian 800Mil muertos total estimado habitantes Mx 2020 27Mill. ¿3% muertes país menos 1año causa 1 virus parece irrelevante?","@SamuelOrozco07 @ChumelTorres El Doc Gatell dijo x ahí Abril deberíamos multiplicar cifras x8, entonces serian 800Mil muertos total estimado habitantes Mx 2020 27Mill. ¿3% muertes país menos 1año causa 1 virus parece irrelevante?"
204,"No Bajemos Guardia, Sigamos Recomendaciones Secretaría Salud, Sigamos Recomendaciones Dr Gatell, No Relajemos Medidas. No Bajemos Guardia... 🇲🇽 La Pandemia aún sigue, sigamos Recomendaciones.","No Bajemos Guardia, Sigamos Recomendaciones Secretaría Salud, Sigamos Recomendaciones Dr Gatell, No Relajemos Medidas. No Bajemos Guardia... 🇲🇽 La Pandemia aún sigue, sigamos Recomendaciones."
205,López-Gatell pide agregar dramatismo muertos Covid-19 México,López-Gatell pide agregar dramatismo muertos Covid-19 México
206,@econoclasta Amlo Gatell posición poder Rey chiquito verdugo creen intocables; recordar Trump cayó democracia defectos economía perdona venga hora votar.,@econoclasta Amlo Gatell posición poder Rey chiquito verdugo creen intocables; recordar Trump cayó democracia defectos economía perdona venga hora votar.
207,Pero indigna tanta gente cree mentiras hablan pndjadas igual lunaticos siguen culpando Dr. Lopez-Gatell dias pasados expuse traves Twitter ejemplos solo 4 paises Mexico pesar qe,Pero indigna tanta gente cree mentiras hablan pndjadas igual lunaticos siguen culpando Dr. Lopez-Gatell dias pasados expuse traves Twitter ejemplos solo 4 paises Mexico pesar qe
208,"@Hortens60419554 @dadkom14 No hablando influenza, hablando COVID, COVID Gatell siquiera figura conocida. No quieran engañar diciendo hoy culpa suya. La gente parte responsabilidad? Por supuesto, quieran exculparlos","@Hortens60419554 @dadkom14 No hablando influenza, hablando COVID, COVID Gatell siquiera figura conocida. No quieran engañar diciendo hoy culpa suya. La gente parte responsabilidad? Por supuesto, quieran exculparlos"
209,@LOVREGA Totalmente favor. Vas Ecatepec Iztapalapa centro CDMX parece virus saben gravedad éste. Y quieren culpar Gatell! Pero muertos cercanos ponen grito cielo. Primeramente responsabilidad mismo,@LOVREGA Totalmente favor. Vas Ecatepec Iztapalapa centro CDMX parece virus saben gravedad éste. Y quieren culpar Gatell! Pero muertos cercanos ponen grito cielo. Primeramente responsabilidad mismo
210,"@jorgeham @dadkom14 Gatell presidente culpa q quiere cuidar, q sabiendo q riesgo toma medidas salud, hora q tome conciencia , culpa gobierno","@jorgeham @dadkom14 Gatell presidente culpa q quiere cuidar, q sabiendo q riesgo toma medidas salud, hora q tome conciencia , culpa gobierno"
211,"@Drew_rx07 @mx_luis_garcia @MelAbrajan @HLGatell Veo lectura comprensión , idiotas, conteo casos Lopez Gatell casos?","@Drew_rx07 @mx_luis_garcia @MelAbrajan @HLGatell Veo lectura comprensión , idiotas, conteo casos Lopez Gatell casos?"
212,Endavant i força totes! A guanyar!,Endavant i força totes! A guanyar!
213,"El tamaño huevos crear ht #DoctorMuerte mientras subían fotos usando cubrebocas papada debajo nariz. Es fácil culpar solo, Gatell, México lleno ignorantes pendejos prefieren eso, seguir reglas básicas cuidado","El tamaño huevos crear ht #DoctorMuerte mientras subían fotos usando cubrebocas papada debajo nariz. Es fácil culpar solo, Gatell, México lleno ignorantes pendejos prefieren eso, seguir reglas básicas cuidado"
214,"@SergioSarmiento Sinceramente señor loco, debería hacerse brevedad posible enjuiciarlo crímenes lesa humanidad (incluido gato gatell), respuestas gente razonable, señor mal aspectos. Amlo representa hará jamás","@SergioSarmiento Sinceramente señor loco, debería hacerse brevedad posible enjuiciarlo crímenes lesa humanidad (incluido gato gatell), respuestas gente razonable, señor mal aspectos. Amlo representa hará jamás"
215,Maldiiiiito Gatell. Pero caer cuates. La academia Urología Coloproctología enteradas!,Maldiiiiito Gatell. Pero caer cuates. La academia Urología Coloproctología enteradas!
216,"@riveron72 Gente ruin, hablar sustento científico correlacion política actual gobierno pandemia causalidad mortal, mas irresponsable, mas validez dice epidemiologo Gatell repiten loros enfermos oposición.","@riveron72 Gente ruin, hablar sustento científico correlacion política actual gobierno pandemia causalidad mortal, mas irresponsable, mas validez dice epidemiologo Gatell repiten loros enfermos oposición."
217,"Es ""inusual"" cinismo complicidad López Obrador sub Hugo López Gatell preocuparse ""zopilotes"" lugar ver HAY MÁS DE 100 MIL MUERTOS.","Es ""inusual"" cinismo complicidad López Obrador sub Hugo López Gatell preocuparse ""zopilotes"" lugar ver HAY MÁS DE 100 MIL MUERTOS."
218,"""No dramáticos... 100 mil defunciones COVID-19.... alta popularidad AMO."" Gatell, patético.","""No dramáticos... 100 mil defunciones COVID-19.... alta popularidad AMO."" Gatell, patético."
219,"Eres Gatell, Pendejo!","Eres Gatell, Pendejo!"
220,"@Aletse_04 @RiosCorona222 Yo creo método alguno,ya Gatell perdió razón igual López.","@Aletse_04 @RiosCorona222 Yo creo método alguno,ya Gatell perdió razón igual López."
221,"No quita AMLO pedir disculpas 100,000 muertos Covid. Gracias fallida estrategia inutil Rockstar Lopez Gatell","No quita AMLO pedir disculpas 100,000 muertos Covid. Gracias fallida estrategia inutil Rockstar Lopez Gatell"
222,Hoy clavo doble cuarto si si,Hoy clavo doble cuarto si si
223,"De verdad México gente tan ignorante pensar problema pandemia reside Gatell AMLO? Solo país ven tan claro, irresponsabilidad aquí, triste.","De verdad México gente tan ignorante pensar problema pandemia reside Gatell AMLO? Solo país ven tan claro, irresponsabilidad aquí, triste."
224,"@c4jimenez No eches culpa presidente, Gatell, risa, nunca imaginé CDMX ignorante repiten diario ""use cubrebocas, salga si necesario"", ahí tienes, fiestas, tianguis, negando pandemia después llorando.","@c4jimenez No eches culpa presidente, Gatell, risa, nunca imaginé CDMX ignorante repiten diario ""use cubrebocas, salga si necesario"", ahí tienes, fiestas, tianguis, negando pandemia después llorando."
225,"@LOVREGA Y regreso pasado. Te consta? Tienes pruebas lloramos? Yo si pruebas Mesias escudero Gatell ríen. De verdad triste ""defienda"" así.","@LOVREGA Y regreso pasado. Te consta? Tienes pruebas lloramos? Yo si pruebas Mesias escudero Gatell ríen. De verdad triste ""defienda"" así."
226,"@jorgeham @dadkom14 Así q brote influenza carteles prevención cuidados, ahora, gatell culpa, hora q gente sigue entender cuidado q debe tener, siguen reuniones familiares q llegan casa q quiere salir q llegan?","@jorgeham @dadkom14 Así q brote influenza carteles prevención cuidados, ahora, gatell culpa, hora q gente sigue entender cuidado q debe tener, siguen reuniones familiares q llegan casa q quiere salir q llegan?"
227,Y aun infinidad datos hablan mal manejo pandemia lopez gatell simplemente niegan reconocer desaciertos. #SonMasDe100mil #VxM,Y aun infinidad datos hablan mal manejo pandemia lopez gatell simplemente niegan reconocer desaciertos. #SonMasDe100mil #VxM
228,"@PoetaEnkidu @deniseramosm @concursomemes Cien mil chairito, cien mil esponjes necesitas gafas ciego doctorcito gatell","@PoetaEnkidu @deniseramosm @concursomemes Cien mil chairito, cien mil esponjes necesitas gafas ciego doctorcito gatell"
229,"@ElCusto_ @ferbelaunzaran @el_pais @lopezobrador_ @elpaismexico ¿Qué puede hacer muertos? Ponerles veladora decir ""pues murieron, pues murieron"" dice ""eminente"" Gatell. La pregunta ¿qué hecho gobierno, aparte dar información errónea, manejar pandemia tener menor # decesos? Nada.","@ElCusto_ @ferbelaunzaran @el_pais @lopezobrador_ @elpaismexico ¿Qué puede hacer muertos? Ponerles veladora decir ""pues murieron, pues murieron"" dice ""eminente"" Gatell. La pregunta ¿qué hecho gobierno, aparte dar información errónea, manejar pandemia tener menor # decesos? Nada."
230,"@LillyTellez Duda ingenua quizá: ¿Hay manera oficial pedir renuncia Gatell? Si aman consultas públicas, tomen cuenta voz queremos ciencia inteligencia mando. No idiota que, sabe cómo saco título, respeto vida tiene.","@LillyTellez Duda ingenua quizá: ¿Hay manera oficial pedir renuncia Gatell? Si aman consultas públicas, tomen cuenta voz queremos ciencia inteligencia mando. No idiota que, sabe cómo saco título, respeto vida tiene."
231,"Estás PATRAÑAS, miserables dicen creen. Lo dicen, pagan prometieron si Conservadores regresan poder. Así simple. #YoCon #Gatell","Estás PATRAÑAS, miserables dicen creen. Lo dicen, pagan prometieron si Conservadores regresan poder. Así simple. #YoCon #Gatell"
232,"Jajajajajaaj, leo gentecilla culpa Gatell sabe asumir responsabilidades sabe seguir indicaciones básicas. Agradezco inmensamente madre chica decía ""y si toda bola pendejos avienta aún pozo ¿Los vas seguir?"".","Jajajajajaaj, leo gentecilla culpa Gatell sabe asumir responsabilidades sabe seguir indicaciones básicas. Agradezco inmensamente madre chica decía ""y si toda bola pendejos avienta aún pozo ¿Los vas seguir?""."
233,@alfre_ramon @HernanGomezB @VivaAerobus @HLGatell Para quieres Gatell establezca reglas pandemia si papelito opositor rebelde vas acatar señalado? Estás igual pendejo fanáticos.,@alfre_ramon @HernanGomezB @VivaAerobus @HLGatell Para quieres Gatell establezca reglas pandemia si papelito opositor rebelde vas acatar señalado? Estás igual pendejo fanáticos.
234,"@__RcKsCr @longsoulsystem @Pajaropolitico @HLGatell Gatell dice medios utilizan cifras pandemia crear alarmismo población fin vender más. Estoy acuerdo eso. Ahora, si López-Gatell buena prensa, pues sí, parte vuelto popular redes sociales.","@__RcKsCr @longsoulsystem @Pajaropolitico @HLGatell Gatell dice medios utilizan cifras pandemia crear alarmismo población fin vender más. Estoy acuerdo eso. Ahora, si López-Gatell buena prensa, pues sí, parte vuelto popular redes sociales."
235,Dice Gatell demos importancia #SonMasDe100mil,Dice Gatell demos importancia #SonMasDe100mil
236,López-Gatell Se Reserva Opinión Sobre La Aprobación Del Dictamen De La Marihuana En México,López-Gatell Se Reserva Opinión Sobre La Aprobación Del Dictamen De La Marihuana En México
237,"@GMonroyEnergy @AreliPaz @lopezobrador_ Gatell niñera? deberíamos empezar actuar ""adultos responsables""? Pregunta legítima seria🤔","@GMonroyEnergy @AreliPaz @lopezobrador_ Gatell niñera? deberíamos empezar actuar ""adultos responsables""? Pregunta legítima seria🤔"
238,López-Gatell: Hay 100 mil fallecidos. Reforma: Hay 100 mil fallecidos. López-Gatell: ¡Dejen decir 100 mil fallecidos!,López-Gatell: Hay 100 mil fallecidos. Reforma: Hay 100 mil fallecidos. López-Gatell: ¡Dejen decir 100 mil fallecidos!
239,@MxVikingo @rsanchez_c137 Quien habla sub registro. López Gatell mañaneras. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,@MxVikingo @rsanchez_c137 Quien habla sub registro. López Gatell mañaneras. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
240,@ErendiraTecpatl @Esa1d @Lic_blaugrana Solicitó contradice.. Justo arriba puso gente creencias ignorancia acató.. resulta gatell culpa.. ok,@ErendiraTecpatl @Esa1d @Lic_blaugrana Solicitó contradice.. Justo arriba puso gente creencias ignorancia acató.. resulta gatell culpa.. ok
241,#NosFaltan100mil años q personas culeras gateo extingan síganme porfas q si buena persona gatell unu,#NosFaltan100mil años q personas culeras gateo extingan síganme porfas q si buena persona gatell unu
242,"@elfanaticoazul Para SEPA. Hay idiotas aún creen pendejo CEPA Gatell. Mentiroso, lambiscón, inicio minimizó gravedad enfermedad. Ni viendo realidad reaccionan siguen aplaudiendo. 👇","@elfanaticoazul Para SEPA. Hay idiotas aún creen pendejo CEPA Gatell. Mentiroso, lambiscón, inicio minimizó gravedad enfermedad. Ni viendo realidad reaccionan siguen aplaudiendo. 👇"
243,"@OscarMa73700418 @rivapa @HLGatell Solo abajo unidos, brasil india. Que bien yendo Otra portada Rockstar Gatell","@OscarMa73700418 @rivapa @HLGatell Solo abajo unidos, brasil india. Que bien yendo Otra portada Rockstar Gatell"
244,"Politizando +100k muertes covid #Gatell Qué puto asco Todos Recuerden votos impuestos 100 años nadie recordará quién (o saben nombre papá tatarabuelo) Hagamos vida valga, cuidense","Politizando +100k muertes covid #Gatell Qué puto asco Todos Recuerden votos impuestos 100 años nadie recordará quién (o saben nombre papá tatarabuelo) Hagamos vida valga, cuidense"
245,"@Esa1d @Lic_blaugrana @hellomaaat Jajajaajajajajajaja, entooooonces ¿Culpa Gatell? 🤔🤔🤔🤔","@Esa1d @Lic_blaugrana @hellomaaat Jajajaajajajajajaja, entooooonces ¿Culpa Gatell? 🤔🤔🤔🤔"
246,"@RockdrigoRomeo @fj_grija Ni peleas, hoy sincronizaron chingos cuentas cómo impulsar hashtag hacer parecer Gatell culpa, peor funciona weyes cuenta","@RockdrigoRomeo @fj_grija Ni peleas, hoy sincronizaron chingos cuentas cómo impulsar hashtag hacer parecer Gatell culpa, peor funciona weyes cuenta"
247,@maquinaazul2011 @rivapa @HLGatell Todos “Dr. Gatell” mundísimo mundial igual cifran mejoran verdad. Yo creo juzgan seguramente podrían haber hecho mejor experiencia. Abrir boca tan fácil!!,@maquinaazul2011 @rivapa @HLGatell Todos “Dr. Gatell” mundísimo mundial igual cifran mejoran verdad. Yo creo juzgan seguramente podrían haber hecho mejor experiencia. Abrir boca tan fácil!!
248,@ErendiraTecpatl @Lic_blaugrana @Esa1d Nunca escuché gatell decir “salgan fiesta” luego decir “no salgan” Creo dos nunca vieron QUÉDATE EN CASA,@ErendiraTecpatl @Lic_blaugrana @Esa1d Nunca escuché gatell decir “salgan fiesta” luego decir “no salgan” Creo dos nunca vieron QUÉDATE EN CASA
249,"Hugo López-Gatell, indicó 4 junio escenario catastrófico país implicaría 60 mil muertes COVID-19. #GxLD","Hugo López-Gatell, indicó 4 junio escenario catastrófico país implicaría 60 mil muertes COVID-19. #GxLD"
250,"Si puesto dirigir manejo pandemia, primer día dicho: ""Nos va cargar chingada todos. No sobrevivirá solo idiota"". Así pierde. ¿Gatell ocupará asesor?","Si puesto dirigir manejo pandemia, primer día dicho: ""Nos va cargar chingada todos. No sobrevivirá solo idiota"". Así pierde. ¿Gatell ocupará asesor?"
251,"@patrimoniomx Gracias negligencia mentiras DrMuerte, Gatell mentido mexicanos Traición Patria, quizá hombre mexicanos asesinado historia, sociópata importa vida humana, salvo fama. Irá juicio... #DrMuerte #Gatell","@patrimoniomx Gracias negligencia mentiras DrMuerte, Gatell mentido mexicanos Traición Patria, quizá hombre mexicanos asesinado historia, sociópata importa vida humana, salvo fama. Irá juicio... #DrMuerte #Gatell"
252,"@MxVikingo @rsanchez_c137 No espero entiendas. Si preparación médica, relación estudios científicos. Pero López Gatell si tiene, responsable. No gente.","@MxVikingo @rsanchez_c137 No espero entiendas. Si preparación médica, relación estudios científicos. Pero López Gatell si tiene, responsable. No gente."
253,"Apoyo total Dr #gatell. Y critican saben hablan, vivimos duro pudo ser peor.","Apoyo total Dr #gatell. Y critican saben hablan, vivimos duro pudo ser peor."
254,La pelea López-Gatell vs Irma Eréndira Sandoval,La pelea López-Gatell vs Irma Eréndira Sandoval
255,"TQM, @HLGatell: Eres mejor epidemiólogo México peor pandemia mundial. Sacrificas tiempo familiar dárselo matria, sistema salud devastado inmunda derecha. Si gente acude reuniones masivas, culpa gran López-Gatell .","TQM, @HLGatell: Eres mejor epidemiólogo México peor pandemia mundial. Sacrificas tiempo familiar dárselo matria, sistema salud devastado inmunda derecha. Si gente acude reuniones masivas, culpa gran López-Gatell ."
256,SE ESTÁN PELIANDOOOOOOOOOOO.. LA QUE LE METE EL DEDO EN EL ANILLO A ACKERMAN Y GATELL MENGUELE La pelea López-Gatell vs Irma Eréndira Sandoval,SE ESTÁN PELIANDOOOOOOOOOOO.. LA QUE LE METE EL DEDO EN EL ANILLO A ACKERMAN Y GATELL MENGUELE La pelea López-Gatell vs Irma Eréndira Sandoval
257,"No apoyo gobierno amlo, culpar gatell situacion actual tonto. La gente ve amlo usa cubrebocas cree virus ahi estan, calles cubrebocas, sana distancia nada. Tengan coherencia","No apoyo gobierno amlo, culpar gatell situacion actual tonto. La gente ve amlo usa cubrebocas cree virus ahi estan, calles cubrebocas, sana distancia nada. Tengan coherencia"
258,@AlfredoLecona Pura pinche infelicidad... trae wey medios desacreditar noticia España si (lo viene caso) lugar Gatell explicando actividades combatirla... va llevar chingada,@AlfredoLecona Pura pinche infelicidad... trae wey medios desacreditar noticia España si (lo viene caso) lugar Gatell explicando actividades combatirla... va llevar chingada
259,La epidemia México desacelerando. No acelerado proceso desconfinamiento manifestado rebrote repunte incremento velocidad ocurre epidemia” López-Gatell 8 julio. #GxLD,La epidemia México desacelerando. No acelerado proceso desconfinamiento manifestado rebrote repunte incremento velocidad ocurre epidemia” López-Gatell 8 julio. #GxLD
260,Pinche Gatell basta! V:,Pinche Gatell basta! V:
261,"Osea bien manejan pedo , tal cabron , bien Hugo López Gatell , pedo mientes tan bien ,como Camila cabron , puedo creer así problema mente","Osea bien manejan pedo , tal cabron , bien Hugo López Gatell , pedo mientes tan bien ,como Camila cabron , puedo creer así problema mente"
262,Finalmente López razón #Marihuana cortina humo desviar atención #NosFaltan100mil torpeza Gatell,Finalmente López razón #Marihuana cortina humo desviar atención #NosFaltan100mil torpeza Gatell
263,Nos faltan 100 mil. A pesar ésto Gatell dicen: - rockstar - científico - futuro presidente Otros: - irresponsable - pñet@s Yo digo: - Pndej0 Y tú...,Nos faltan 100 mil. A pesar ésto Gatell dicen: - rockstar - científico - futuro presidente Otros: - irresponsable - pñet@s Yo digo: - Pndej0 Y tú...
264,@Lic_blaugrana @Esa1d @ErendiraTecpatl Eso que! Entonces gatell culpa irresponsabilidad gente aquí mundo? Jajaja chale ciudadanos deber ser responsables salud demás evitando contagio! No necesito gatell venga diga hey usa cubrebocas,@Lic_blaugrana @Esa1d @ErendiraTecpatl Eso que! Entonces gatell culpa irresponsabilidad gente aquí mundo? Jajaja chale ciudadanos deber ser responsables salud demás evitando contagio! No necesito gatell venga diga hey usa cubrebocas
265,CHATPPM #AMLO‼ Quiero ver dia mueras junto Gatell.,CHATPPM #AMLO‼ Quiero ver dia mueras junto Gatell.
266,"Hay gente pendeja idiota mala muerte culpa AMLO López-Gatell muerte 100 mil mismas personas obedecen reglas, mantienen sana distancia, usan cubrebocas organizan fiestas cada fin semana. 🥱 así va acabar pandemia??","Hay gente pendeja idiota mala muerte culpa AMLO López-Gatell muerte 100 mil mismas personas obedecen reglas, mantienen sana distancia, usan cubrebocas organizan fiestas cada fin semana. 🥱 así va acabar pandemia??"
267,@RooRobert19 @El_Universal_Mx Una consulta vaya rancho paso lleve López gatell,@RooRobert19 @El_Universal_Mx Una consulta vaya rancho paso lleve López gatell
268,"Nos encerramos países, China, origen aparente, logró frenar casos mucha inversión medidas rigurosas, no, México temor muerte, enfermedad, valemadrismo prefiere culpar AMLO Gatell 100k muertes fiesta, vacaciones...","Nos encerramos países, China, origen aparente, logró frenar casos mucha inversión medidas rigurosas, no, México temor muerte, enfermedad, valemadrismo prefiere culpar AMLO Gatell 100k muertes fiesta, vacaciones..."
269,"Insólito 🦠 Con 4,000 casos 400 muertes diarias promedio, semana México llega 100,104 fallecimientos covid, cifra ""inusual"" según Gatell. #Mexico #Covid_19mx #COVID19 #COVID__19 #coronavirus","Insólito 🦠 Con 4,000 casos 400 muertes diarias promedio, semana México llega 100,104 fallecimientos covid, cifra ""inusual"" según Gatell. #Mexico #Covid_19mx #COVID19 #COVID__19 #coronavirus"
270,"@EliotBaena @georgeqro @Lvissxz Apliquen pruebas pruebas dijo OMS. Usen cubrebocas dijo OMS. Cuál respuesta Gatell? ""No evidencia científica utilidad cubrebocas"" Imbéciles ineptos","@EliotBaena @georgeqro @Lvissxz Apliquen pruebas pruebas dijo OMS. Usen cubrebocas dijo OMS. Cuál respuesta Gatell? ""No evidencia científica utilidad cubrebocas"" Imbéciles ineptos"
271,@Moraluisg @HLGatell Tenía toda razón gran prestidigitador... doctor muerte tal Hugo López Gatell.,@Moraluisg @HLGatell Tenía toda razón gran prestidigitador... doctor muerte tal Hugo López Gatell.
272,"@HernanGomezB @VivaAerobus @HLGatell 😂 si Gato López Gatell pusiera lamer suelas Cacas, mejor seriedad, ejemplo cascada, viene arriba! Pero hoy pagaron chayote, aprovechas aplaudir corruptos 4ª","@HernanGomezB @VivaAerobus @HLGatell 😂 si Gato López Gatell pusiera lamer suelas Cacas, mejor seriedad, ejemplo cascada, viene arriba! Pero hoy pagaron chayote, aprovechas aplaudir corruptos 4ª"
273,@LOVREGA Tragaron tomaron productos basura x años jamás preocuparon x salud seguro culpa Dr Gatell....,@LOVREGA Tragaron tomaron productos basura x años jamás preocuparon x salud seguro culpa Dr Gatell....
274,@LOVREGA POBRE GATELL,@LOVREGA POBRE GATELL
275,Ánimo doctor Hugo López gatell,Ánimo doctor Hugo López gatell
276,"#SonMasDe100mil “La pandemia cayó anillo dedo” #AMLO “Si llegamos 60,000 muertes catastrófico” #Gatell #100MilMuertos","#SonMasDe100mil “La pandemia cayó anillo dedo” #AMLO “Si llegamos 60,000 muertes catastrófico” #Gatell #100MilMuertos"
277,"Que impotencia ver personas hablen tan mal alguien merece palabras, Gatell desgarrado voz TODOS días, iniciara epidemia COVID México, informar situación tratar hacer conciencia personas.","Que impotencia ver personas hablen tan mal alguien merece palabras, Gatell desgarrado voz TODOS días, iniciara epidemia COVID México, informar situación tratar hacer conciencia personas."
278,"@Lic_blaugrana Todo mundo pasando esto, irreal crean culpa gatell gente acate medidas! Irreal quieran justificar fiestas, salidas, etc etc gatell neta","@Lic_blaugrana Todo mundo pasando esto, irreal crean culpa gatell gente acate medidas! Irreal quieran justificar fiestas, salidas, etc etc gatell neta"
