date,tweet,language,hashtags
2022-02-25,"#Ukraine #UkraineInvasion  Unfortunately, two dead and one wounded in the Kievsky district of Donetsk.  Here’s the scene.  https://t.co/GLyYRnVgAo",en,"['ukraine', 'ukraineinvasion']"
2022-02-25,A private message to Putler @KremlinRussia_E by the people of #Turkey  on behalf of #Ukraine and its people.  #UkraineRussia #UkraineInvasion #UkraineWar #UkraineUnderAttack  https://t.co/nEqts7ZmkM,en,"['turkey', 'ukraine', 'ukrainerussia', 'ukraineinvasion', 'ukrainewar', 'ukraineunderattack']"
2022-02-25,We all pray for Ukrainian people #UkraineInvasion #Ukraine #UkraineWar #جنگ_را_متوقف_کنید #جنگ_اوکراین #StopWar #StopPutin,en,"['ukraineinvasion', 'ukraine', 'ukrainewar', 'جنگ_را_متوقف_کنید', 'جنگ_اوکراین', 'stopwar', 'stopputin']"
2022-02-25,"... and, of course, our thoughts and solidarity go first and foremost to the Ukrainian people, our fellow professors, researchers, staff members and students. #Ukraine #StopWar",en,"['ukraine', 'stopwar']"
2022-02-25,@Refusenik19 @beholdcosmicwav Thought he was a stand up comedian  but he's the real deal  in a crisis   more than can be said about Johnson the Incompetent  #Ukraine  @Skynews  @BBCNews  @Conservatives  @UKLabour,en,['ukraine']
2022-02-25,"How To Think About #Ukraine, in #Maps and #Charts.  #dataviz  https://t.co/ynjTO5ZLrM",en,"['ukraine', 'maps', 'charts', 'dataviz']"
2022-02-25,@mjluxmoore Now show the protesters later in the evening!!  Not so nice #Ukraine #Kyiv #BlockPutinWallets #NoWar,en,"['ukraine', 'kyiv', 'blockputinwallets', 'nowar']"
2022-02-25,"#ukraine Looks like at least two Ukrainian EC-125 helicopters are running to Poland. These will be one of UR-AST UR-ERS or UR-LEB, which are on the register as being Internal Ministry aircraft",en,['ukraine']
2022-02-25,Great thread on that #Germany must now do to help #Ukraine,en,"['germany', 'ukraine']"
2022-02-25,"About time to start revolution, Russian citizens.   Russian government openly threatened war with mine.   #Russia #Ukraine",en,"['russia', 'ukraine']"
2022-02-25,Chandni Bharti from Kannauj is in Ukrain. She is stranded there. She sends this video to her parents.   #kannauj #Ukraine #Russia  #UkraineRussiaCrisis #UkraineWar  @PMOIndia  https://t.co/ZEZknGiEFK,en,"['kannauj', 'ukraine', 'russia', 'ukrainerussiacrisis', 'ukrainewar']"
2022-02-25,The insane Left will snub #Ukraine refugees because of their #WhitePrivilege  #BidenIsADisgrace  #BlueAnon  #DemoCult,en,"['ukraine', 'whiteprivilege', 'bidenisadisgrace', 'blueanon', 'democult']"
2022-02-25,The world is more focused on #Russian invasion of #Ukraine  while somewhere in Africa #Biafra have been under attack by Fulani militia  herdsmen for over years now #FreeBiafraNow,en,"['russian', 'ukraine', 'biafra', 'freebiafranow']"
2022-02-25,"Putin is definitely deranged. And we have sleepwalked into this mess. You can't ""negotiate"" out of this. Action is required. Decisive and swift action. The alternative does not bear thinking about. #Kyiv #Ukraine",en,"['kyiv', 'ukraine']"
2022-02-25,Launching a war of aggression is still a crime under the 1928 Kellogg-Briand Pact. Can we at least get the ball rolling on that? #PutinsWar #ukraine #russia #hague,en,"['putinswar', 'ukraine', 'russia', 'hague']"
2022-02-25,"To all those that are conversant with history , we all need to know if the United state had any hand in the breakages of the Soviet Union ,if they do ,they may be the genesis of all this ongoing War .  #Russia #Ukraine",en,"['russia', 'ukraine']"
2022-02-25,It takes a country being invaded to learn that the capital of Ukraine is Kyiv and not Kiev 🙄 #Ukraine,en,['ukraine']
2022-02-25,"Now more than ever, we must respect and defend our democracy. Time for consequences for the Putin wannabe. Be brave like #Ukraine 🇺🇦! #VoteBlue2022 #VoteBlueToSaveDemocracy    https://t.co/WccDDAwAHJ",en,"['ukraine', 'voteblue2022', 'votebluetosavedemocracy']"
2022-02-25,"""[L]et us render caring support and blessings to our Ukrainian friends residing in Hong Kong as well as our friends from Hong Kong residing in #Ukraine,"" an appeal from Hong Kong Bishop Stephen Chow says, as Russia invades Ukraine.  https://t.co/hQIGgNxVqA",en,['ukraine']
2022-02-25,"Act on #Ukraine, save lives!  https://t.co/ByouXihHH3",en,['ukraine']
2022-02-25,"""As the crisis in #Ukraine unfolds, the West must not underestimate #Russia. It must not bank on narratives inspired by wishful thinking. Russian victory in Ukraine is not science fiction.""  https://t.co/HkyPR6N0f7",en,"['ukraine', 'russia']"
2022-02-25,#Russian tanks destroyed near #Kherson #Ukraine  https://t.co/kv0b08SSPr,en,"['russian', 'kherson', 'ukraine']"
2022-02-25,"It’s pathetic &amp; ironic that Germany has become the caricature of what France once was in Europe, weak/scared/fragile.  Germany is dependent on Putins teat to suckle from, regardless of the humanitarian cost in #Ukraine -  Germans are kneeling to Russia  #BREAKING #URGENTE",en,"['ukraine', 'breaking', 'urgente']"
2022-02-25,Terrified Dog hides in metro as DEMOCRACY IS UNDER ATTACK #Ukraine #dogsoftwitter #UkraineUnderAttack #IStandWithUkraine   https://t.co/20WmWknuEp  https://t.co/qFRcOo7sj7,en,"['ukraine', 'dogsoftwitter', 'ukraineunderattack', 'istandwithukraine']"
2022-02-25,Now Russia control and ruleover on Ukraine.  #RussiaUkraineConflict #RussiaUkraineWar #Ukraine #Russia #UkraineWar  https://t.co/XIfSzPPVOt,en,"['russiaukraineconflict', 'russiaukrainewar', 'ukraine', 'russia', 'ukrainewar']"
2022-02-25,"National briefing by @MarinSanna, Prime Minister of #Finland, following the Special #EuropeanCouncil on the situation in #Ukraine, on 24 February 2022, in Brussels.   https://t.co/Fn8YPQlkGy",en,"['finland', 'europeancouncil', 'ukraine']"
2022-02-25,#F1 cancels #RussianGP over invasion of #Ukraine...   https://t.co/cmmdposYNo,en,"['f1', 'russiangp', 'ukraine']"
2022-02-25,"""A true soldier fights not because he hates what is infront of him, but because he loves what is behind him."" - G. K. Chesterton  Slava Ukraini. 🇺🇦 #Ukraine #UkraineInvasion   https://t.co/bxkvp8ZEnM",en,"['ukraine', 'ukraineinvasion']"
2022-02-25,"Kill every Russian invader. Protect your children, wives, and mothers.  Don’t stop fighting guys, you have this one. The mantle of freedom is high and the yoke is heavy, democracy is our burden. And protect it you will.  Don’t stop shooting. Kill every Russian invader. #Ukraine",en,['ukraine']
2022-02-25,"Relentless #DigitalDiplomacy by the young leaders of #Ukraine: they have made the best of social media to get their messages across many different parties.   Hope @georgetownsfs takes note, and faculty highlight this in upcoming class discussions. Will do next time. @Beth_Ferris",en,"['digitaldiplomacy', 'ukraine']"
2022-02-25,#Russian economic defenses 'likely' to crumble against #Western sanctions? #Ukraine does not have that kind of time  https://t.co/rEUuS48noP,en,"['russian', 'western', 'ukraine']"
2022-02-25,Global problem concerns us all. Talking Live! If you have any power to stop 🛑 this war! Pleaseeee we beg you not to engage! We Love the world #Ukraine #Ukraine #Russia #war  https://t.co/SX4cTj2FrC,en,"['ukraine', 'ukraine', 'russia', 'war']"
2022-02-25,"Held outside of the framework laid down by Ukrainian legislation and marred by numerous irregularities, this vote is judged illegal by #Ukraine and is not recognized by the international community (including the Russian Federation, at the time).  [7/14]",en,['ukraine']
2022-02-25,"@North2North @Johnny_Joey Joey, thank you for your service, sacrifice, and perspective. I always love listening to you. You were *almost* spot on. You were wrong in the assumption that if the world just let the 2 breakaway regions go to Putin, that he would not have invaded. He wants #Ukraine. Period.",en,['ukraine']
2022-02-25,#Ukraine don't give up!  https://t.co/OmINlFw8Ky,en,['ukraine']
2022-02-25,Never never. No way. #Ukraine will not lay their weapons. #Russia will lay the price. Judgement day and Doomsday will come to #Russia.  https://t.co/6xGv0oo0TD,en,"['ukraine', 'russia', 'russia']"
2022-02-25,"I woke up this morning with the first thought on my mind is #Ukraine its heartbreaking 💔😢 innocence live been taken, I can’t imagine seeing children crying for their parents🥺🥺. My prayers are with them all🙏🏾🙏🏾🙏🏾",en,['ukraine']
2022-02-25,"We have collected around 100 signatures over the lunch time at @UniKent @TheGulbenkian to send to @RosieDuffield1 in support of #Ukraine and asking for further sanctions. If you would like to sign, please contact me.  #RussiaInvadedUkraine  #StandWithUkraine  #NoRussiaInSWIFT",en,"['ukraine', 'russiainvadedukraine', 'standwithukraine', 'norussiainswift']"
2022-02-25,putin is a pissbaby   #Ukraine #Russia #UkraineInvasion,en,"['ukraine', 'russia', 'ukraineinvasion']"
2022-02-25,In addition to @Simpwil1 donating a % of every wills old we will be raising vital funds to help the people of Ukraine 🇺🇦   Please give what you can no matter how little! #ukraine #StandWithUkraine #PrayForUkraine,en,"['ukraine', 'standwithukraine', 'prayforukraine']"
2022-02-25,I so very much hope this analysis will turn out to be right.  For #Ukraine.s and #Russia.s sake.  #UkraineInvasion,en,"['ukraine', 'russia', 'ukraineinvasion']"
2022-02-25,#Bitcoin is neutral.. few #russianinvasion #Russia #Ukraine #UkraineInvasion,en,"['bitcoin', 'russianinvasion', 'russia', 'ukraine', 'ukraineinvasion']"
2022-02-25,Posted without comment. #Ukraine  https://t.co/tJqASBB76G,en,['ukraine']
2022-02-25,"Russia is India's all weather friend and @PMOIndia should stand with @KremlinRussia_E at all cost, Prez Putin is an important leader in our time who is determined to maintain the balance. #Modi #Kremlin #Ukraine",en,"['modi', 'kremlin', 'ukraine']"
2022-02-25,Putin asks the Ukrainian army to take control the political authority in Kiev (Kyiv) #Ukraine #Russia,en,"['ukraine', 'russia']"
2022-02-25,1/. “The #Russian military has shown a blatant disregard for civilian lives by using ballistic missiles &amp; other explosive weapons with wide area effects in densely populated areas. Some of these attacks may be war crimes” @amnesty's @AgnesCallamard #Ukraine #Russia #UkraineRussia  https://t.co/53fHHYY4JX,en,"['russian', 'ukraine', 'russia', 'ukrainerussia']"
2022-02-25,"China has never taken a stand in support of #Russia's attack on #Ukraine, so why should the media of the US-led #NATO countries take a stand for China? 🤡",en,"['russia', 'ukraine', 'nato']"
2022-02-25,2nd day of the Ukraine war and Russia still hasn't targeted even a single civilian target. The USA wasn't even able to distinguish hospitals &amp; schools from military targets in Syria. #Ukraine #UkraineRussia #UkraineWar #UkraineConflict #UkraineRussiaConflict #UkraineRussiaCrisis,en,"['ukraine', 'ukrainerussia', 'ukrainewar', 'ukraineconflict', 'ukrainerussiaconflict', 'ukrainerussiacrisis']"
2022-02-25,kids in KIIEV Metro :💔💔(((( Putin the killer!!! you will pay for this!!  #ukraine  https://t.co/wjIodILsXA,en,['ukraine']
2022-02-25,Who is this individual whose trying to blame the WEST for what #Putin has done in #Ukraine on @LBC @ShelaghFogarty  Tired of anything that happens in the world it's always the WESTs fault,en,"['putin', 'ukraine']"
2022-02-25,"EU behaving like Europe of WW2 vintage , falling like nine pins with little deterrence or action on the ground ? #Ukraine",en,['ukraine']
2022-02-25,"Even if they understand this, it is very inappropriate to make such ridiculous statements. They show so-called support for #Ukraine. Today, the only reason for Ukraine to be alone on the field is #Europe, the #UnitedStates and #NATO.",en,"['ukraine', 'europe', 'unitedstates', 'nato']"
2022-02-25,"When I visited Poland last year, I made a point of visiting and paying my respects at Auschwitz.That’s where I saw this sign and that’s all that has been going through my head over the past few days. When will we learn? #NoWar #Ukraine #UkraineInvasion  https://t.co/uVwD2QvW1y",en,"['nowar', 'ukraine', 'ukraineinvasion']"
2022-02-25,My heart breaks for everyone in #Ukraine 😞,en,['ukraine']
2022-02-25,"respectful to someones grief. I believe in my people and my country, and I hope that this horror gonna end well for my country and Ukrainians gonna be free and happy forever!🇺🇦 #StayWithUkraine #Ukraine",en,"['staywithukraine', 'ukraine']"
2022-02-25,What has the world done about these Israeli spayware platforms? What they have been doing in spreading propaganda in #Ukraine crisis?  #Iran #Russia  #China  Puppet of #Ukraine  #ZelenskyyOUT  #CIA #NATO Terrorists  #ApartheidIsrael  https://t.co/L1PfSW6dS3,en,"['ukraine', 'iran', 'russia', 'china', 'ukraine', 'zelenskyyout', 'cia', 'nato', 'apartheidisrael']"
2022-02-25,IMMIGRATION SUPPORT TO UKRAINE   https://t.co/UVREely9L0  #canada #canadaimmigration #ukraine #IRCC #immigration @David_Nachman,en,"['canada', 'canadaimmigration', 'ukraine', 'ircc', 'immigration']"
2022-02-25,Goosebumps ❤️🕊 #UKRAINE,en,['ukraine']
2022-02-25,Has the west given the ukranians #bulletproofvest ?  #Ukraine #UkraineConflict #PrayForUkraine #PrayForPeace,en,"['bulletproofvest', 'ukraine', 'ukraineconflict', 'prayforukraine', 'prayforpeace']"
2022-02-25,#KIEV #UKRAINE MILITARY HAS BEEN ASKED TO TAKE CONTROL OF KIEV IE  #zelensky !,en,"['kiev', 'ukraine', 'zelensky']"
2022-02-25,"JUST IN - Chechen paramilitary (known as Kadyrovites) have been mobilized and are preparing to depart for #Ukraine, according to the Russian news outlet Baza. #RUSSIA#Ukrain  https://t.co/JwiZyJPueQ",en,['ukraine']
2022-02-25,"In #putin's addled brain, it's the '80s forever. Yes, he's learned to weaponize social media, but beyond that, he has no idea the magnitude of how an internet war, seen live in real-time across the globe, will affect people. It's not a CNN world anymore.  #UkraineRussia #Ukraine",en,"['putin', 'ukrainerussia', 'ukraine']"
2022-02-25,#Melitopol has been captured by the #Russian military 🚨🚨 #Breaking #Ukraine #Russia,en,"['melitopol', 'russian', 'breaking', 'ukraine', 'russia']"
2022-02-25,"Ukrainian security service building in Chernigov is burning, it is now confirmed that Russian forces control the city of Chernigov.  #Ukraine #Russia #RussiaUkraineWar",en,"['ukraine', 'russia', 'russiaukrainewar']"
2022-02-25,Saying goodbye is hard... These #Ukraine warriors and the ghost of Kyiv are in our hearts 🙏  https://t.co/YjqozSvEKz,en,['ukraine']
2022-02-25,He absolutely must do this! Hit the bastards with every possible sanction &amp; damn the financial implications for the west 🤬🤬🤬  #IStandWithUkraine #ukraine #Putin   https://t.co/KL0DocqcDx,en,"['istandwithukraine', 'ukraine', 'putin']"
2022-02-25,"Citizens in #Ukraine need our help now not tomorrow, mrs @vonderleyen  Enough of empty words. Do something and do it now!!! #UkraineUnderAttack",en,"['ukraine', 'ukraineunderattack']"
2022-02-25,"The Russian people can stop this war that Putin is waging in their name.I know these are dangerous times to protest in Russia but it’s the only way to stop this hijacker, monster’s nefarious war before it becomes a world wide bloodshed.Take your country back, Russians.#Ukraine",en,['ukraine']
2022-02-25,Some plane just lifted off from chernivtsi #Ukraine #Russia  https://t.co/cBXnUijFqg,en,"['ukraine', 'russia']"
2022-02-25,Did #America forget #Trump withheld #MilitaryAid from #Ukraine?  #ICYMI: White House acknowledges strings attached in Trump withholding Ukraine aid | Article [AMP] | Reuters  https://t.co/V8qyCDDrv7 @TheView @cspanwj,en,"['america', 'trump', 'militaryaid', 'ukraine', 'icymi']"
2022-02-25,"Imagine if that was happening here. If it was your dad, son, brother who was being told you can’t leave. You have to stay &amp; fight. #Ukraine",en,['ukraine']
2022-02-25,".@NATO could make a special exception for #Ukraine, given the current emergency circumstances, but if *any* current member felt the least bit leery, it could scotch the whole deal.  Also, the shoe to drop would be: what does that mean in terms of escalation of the conflict? 2/2",en,['ukraine']
2022-02-25,#Ukraine please russia stop all this nonsense we could all live in peace dont start WW3 we all just want peace,en,['ukraine']
2022-02-25,#RussiaUkraineConflict- The Disinformation War- Why the world needs to be concerned. Mythos Labs CEO Priyank S Mathur weighs in  @PriyankSMathur @WorldOfMythos @Smita_Sharma  #PeoplesEditor #Ukraine @MEAIndia  https://t.co/XqCtUWBnsD,en,"['russiaukraineconflict', 'peopleseditor', 'ukraine']"
2022-02-25,Allies need2bring #Ukraine's military resources up 2 par w #Russia's 4 a fair war. That doesn't mean #Putin will use nuclear arms.,en,"['ukraine', 'russia', 'putin']"
2022-02-25,"Russia invaded #Ukraine. Russian missiles and the military are targeting civilian infrastructure and killing innocent people in civilian cities. Today, Russia attacks not only Ukraine but the whole of Europe. Ukraine defends its own independence and peace and democracy in Europe.",en,['ukraine']
2022-02-25,Zelensky really letting em have it.  No one in NATO wants to go to war and destroy their economies. That's emboldened Putin b/c he really has nothing to lose.   Ukraine is a sitting duck.  Really sad. Only Russian citizens can change this.  #Ukraine #UkraineRussia,en,"['ukraine', 'ukrainerussia']"
2022-02-25,"We, the world, need to do more than thoughts and prayers. Sanctions AND actions. #Ukraine #UkraineResist",en,"['ukraine', 'ukraineresist']"
2022-02-25,@NeilPHauer @xtrixcyclex Is Putin seriously talking about Zelensky who is Jewish? How stupid does he think people are? #Ukraine,en,['ukraine']
2022-02-25,"Victoria #Nuland - Fuck #EU - full call 4:10 secs #Ukraine ... This is how #USA consider #Europe ... A poodle of #NATO, Meat for their crimes. Long live #Russia ! #StandWithRussia  @f_philippot - @POTUS    https://t.co/YzuuPi4rKU",en,"['nuland', 'eu', 'ukraine', 'usa', 'europe', 'nato', 'russia', 'standwithrussia']"
2022-02-25,"Stop Iran regime from getting nuclear weapon. The world is already threaten by Russia and China, Save us from a nuclear Iran. Save the world from the real threat of a nuclear Iran.  #Ukraine",en,['ukraine']
2022-02-25,Looks like Putin is trying to do what Zelensky did: speak directly to the Ukrainian forces (as Zelensky spoke to Russians in his now famous speech). My wild guess is that Ukrainian forces are less inclined to listen to Putin than (some) Russian soldiers to Zelensky. #Ukraine,en,['ukraine']
2022-02-25,I would like to send my best wishes to the people of Ukraine in these difficult times. Stay strong and remember that Russia cannot take away your culture and traditions. #ukraine #staystrong #peace  https://t.co/uIibyaQosO,en,"['ukraine', 'staystrong', 'peace']"
2022-02-25,In addition to @Simpwil1 donating a % of every wills old we will be raising vital funds to help the people of Ukraine 🇺🇦   Please give what you can no matter how little! #ukraine #StandWithUkraine #PrayForUkraine,en,"['ukraine', 'standwithukraine', 'prayforukraine']"
2022-02-25,"Using (amoral) geopolitical logic, objective is to eject the US from Eurasia. Connect #Afghanistan #Kazakhstan &amp; #Ukraine. That's why Russia will not occupy west of Dnieper for long. Next is #Syria The #Brzezinski ""chessboard"" in reverse. That leaves #India (QUAD) question ahead",en,"['afghanistan', 'kazakhstan', 'ukraine', 'syria', 'brzezinski', 'india']"
2022-02-25,I'm going to keep reposting this. Everyone should watch this speech from Ukrainian President Volodymyr Zelenskyy. #Ukraine #RussiaUkraine,en,"['ukraine', 'russiaukraine']"
2022-02-25,My timeline with beautiful pictures lined up until yesterday changed from yesterday to something that conveys the tragedy of  #Ukraine 🇺🇦 ... President Zelensky's message speaks only sorrow.  #NoWar,en,"['ukraine', 'nowar']"
2022-02-25,Sweden IS scaling up their support for Ukraine! 🇺🇦🇺🇦   🇸🇪 ❤️🇺🇦  #Ukraine  #russianinvasion #Sweden,en,"['ukraine', 'russianinvasion', 'sweden']"
2022-02-25,"Slowly dawning on me that my many friends that played a huge role opposing Yanukovych &amp; fighting to build a better, freer #Ukraine since 2014 will be first on Russia’s list to persecute, arrest or worse. I’d say I hope they get out in time - but I know they’ll stay and fight. 😢",en,['ukraine']
2022-02-25,"""This might be the last time you see me alive"", #Ukraine's President @ZelenskyyUa, says while speaking to EU leaders.  #UkraineInvasion #UkraineUnderAttack #UkraineWar #UkraineRussiaConflict #UkraineCrisis #UkraineRussiaCrisis #Russia #russianinvasion #RussiaUkraineConflict  https://t.co/G5knRm7WbL",en,"['ukraine', 'ukraineinvasion', 'ukraineunderattack', 'ukrainewar', 'ukrainerussiaconflict', 'ukrainecrisis', 'ukrainerussiacrisis', 'russia', 'russianinvasion', 'russiaukraineconflict']"
2022-02-25,470 Indian students &amp; other Indian safely evacuated &amp; airlifted from #Ukraine to Romania  Well done MEA  #ModiHaiToMumkinHai ❤️  https://t.co/rLQHSYTGHA,en,"['ukraine', 'modihaitomumkinhai']"
2022-02-25,"Ukraine's President Zelensky told EU leaders: ""This might be the last time you see me alive""  #Ukraine",en,['ukraine']
2022-02-25,"Sky News   Ukraine crisis: Russia has failed to take any of its major objectives, lost 450 personnel and made 'limited progress', Ministry of Defence says  #PutinsWar  #RussiaInvadedUkraine #UkraineRussia #Ukraine   https://t.co/E6SKPJduiQ",en,"['putinswar', 'russiainvadedukraine', 'ukrainerussia', 'ukraine']"
2022-02-25,"it is so heartbreaking to see that thibngs are getting even worse day by day, lnstead of ending the occuring violence, politicans and all the men we trusted, use more violence every passing day.  #Ukraine",en,['ukraine']
2022-02-25,"""My portfolio is up 2.28% in the past day! check it out..."" via @eToro  https://t.co/brr7viDojI  we often say politician arent thinking straight, jump into conclusion,etc but we still need politic intervention to push them for peace, freedom, economy recovering  #Ukraine #NoWar",en,"['ukraine', 'nowar']"
2022-02-25,#WWIII VIDEO | A Russian tank is crushing an Ukrainian civilian car. #Ukraine #Russia #Kyiv #UkraineRussia #NATO #WWIII #Putin  https://t.co/tlAZbJfGvy,en,"['wwiii', 'ukraine', 'russia', 'kyiv', 'ukrainerussia', 'nato', 'wwiii', 'putin']"
2022-02-25,"Many Ukrainians are solemnly exercising their faith amid this crisis by preparing to ""shelter the weak, serve the suffering, &amp; mend the broken."" Here is one example of a family &amp; congregation making their church a place of prayer &amp; service. @TGC #Ukraine  https://t.co/xPYaBc7FpP",en,['ukraine']
2022-02-25,Never let fear turn into hatred for then we lose our #Freedom 💙🇺🇦💛#Ukraine @elemcsherry @elisaodonovan @stritchj @JayRow @ELangfordMusic @nerdontherocks @WhiteDoveLMK @leglesstweets @narrative4 @HuntMuseum  https://t.co/sxcW4mdvJk,en,"['freedom', 'ukraine']"
2022-02-25,@prchovanec #NATO abandoned #Ukraine. #Ukrainian s are the real heroes with true leaders unlike NATO. Putin evidently has done his homework inc plan strategically for worst case scenarios. 🤔 wonder what china and others are thinking at the moment..,en,"['nato', 'ukraine', 'ukrainian']"
2022-02-25,"Jewish children in a local Chabad community in #Kiev, #Ukraine, pray and sing while explosions are heard in the background, as Russia’s military offensive against the country intensifies.  https://t.co/BgnO4Baonw",en,"['kiev', 'ukraine']"
2022-02-25,They're too white for Trudeau. Will never happen.   #TrudeauTyranny #TrudeauHasGotToGo #Ukraine #RefugeesWelcome,en,"['trudeautyranny', 'trudeauhasgottogo', 'ukraine', 'refugeeswelcome']"
2022-02-25,"Maksim Chmerkovskiy, DWTS Ukrainian choreographer &amp; the boxing Klitschko brothers (one is mayor of Kiyv) might bring some attention to the plight of Ukraine. #MaksimChmerkovskiy #klitschko #DWTS #Kiyv #Ukraine",en,"['maksimchmerkovskiy', 'klitschko', 'dwts', 'kiyv', 'ukraine']"
2022-02-25,"Prayers for #Ukraine   Fight, defend, live!  https://t.co/yujiQ0MAIo",en,['ukraine']
2022-02-25,"@damsyboi @Alexa_Kantor @jac_banan But #NATO told #Ukraine we won’t send any troops to fight #Russia. #NATO cannot fight #Russia unless #Russia attacks #Nato.  We said this from the very beginning.  Other than fighting, what else can Nato do?",en,"['nato', 'ukraine', 'russia', 'nato', 'russia', 'russia', 'nato']"
2022-02-25,#Shamkhani is also coming to help #Russia in justifying what’s happening in #Ukraine. #Iran has chosen its front obviously. He is criticizing the West for the war.,en,"['shamkhani', 'russia', 'ukraine', 'iran']"
2022-02-25,#Chernihiv is on fire after #Russian Army hit the building belonging to #Ukrainian Govt with heavy rockets.   #Chernigov is most likely shelled in a revenge as earlier today a convoy of 35 military vehicles including 20 tanks of #Russia was destroyed around the city  #Ukraine  https://t.co/suDjgkPOPA,en,"['chernihiv', 'russian', 'ukrainian', 'chernigov', 'russia', 'ukraine']"
2022-02-25,May the fool who loves to conflict disappear from this earth right now  #ウクライナ #ウクライナを支持します  #ロシアの侵略行為に反対します  #Ukraine  #ukrainerussia  #StandForUkraine  #StandWithUkraine  #SaveUkraine,en,"['ウクライナ', 'ウクライナを支持します', 'ロシアの侵略行為に反対します', 'ukraine', 'ukrainerussia', 'standforukraine', 'standwithukraine', 'saveukraine']"
2022-02-25,"#Russia and #Ukraine account for almost 30 per cent of global wheat exports, and prices rose more than 5 per cent to $US9.34 a bushel in European and US trade following the invasion.  https://t.co/Ff5tP7xyHK",en,"['russia', 'ukraine']"
2022-02-25,@cafreeland I’m ashamed that we are not sending Javelins to #Ukraine but #Estonia is. #Canada,en,"['ukraine', 'estonia', 'canada']"
2022-02-25,@futurmrsmin This is another place where you can eat. This is their fb page. #Ukraine   https://t.co/IBEnGotHZ7  https://t.co/NEjWeLjVdq,en,['ukraine']
2022-02-25,#putin's war. #Ukraine  https://t.co/F5XQlE26WO,en,"['putin', 'ukraine']"
2022-02-25,people commenting about “memes” here’s some basic education for ya (most of us learned about that in school though can you believe it?)  https://t.co/rTjMzO7RT8 #IStandWithUkraine #Ukraine #UkraineInvasion,en,"['istandwithukraine', 'ukraine', 'ukraineinvasion']"
2022-02-25,A flight in Ukraine? #flightradar24 #Ukraine  https://t.co/WvIUlnxGDS,en,"['flightradar24', 'ukraine']"
2022-02-25,Portable crematoriums! Russian army supposedly using to obfuscate the casualty count. Never heard of such a thing. #Ukraine,en,['ukraine']
2022-02-25,"If we are not going to help Ukraine, I feel it’s time to end the @cnn @MSNBC coverage of the invasion. To show us the slow torture of the Ukrainian people is extremely hard to watch, aid will never come. #Ukraine #war #FreeUkraine #war",en,"['ukraine', 'war', 'freeukraine', 'war']"
2022-02-25,@carmelpurin So good thinks are normal in your city 😀. Stay strong 🇺🇦  #Ukraine,en,['ukraine']
2022-02-25,"Please stop expressing ""grave concerns"", etc. Instead- remove the war criminals 🇷🇺 from #SWIFT.  Unless there are already plans out there- for stopping #Putler in #Berlin or in #Paris- he must be stopped in #Ukraine 🇺🇦, and- driven out.   https://t.co/GqIo7bNqQy  via @GoogleNews",en,"['swift', 'putler', 'berlin', 'paris', 'ukraine']"
2022-02-25,❗️❗️❗️Putin's appeal to the Armed Forces of Ukraine of Ukraine - It will be easier to negotiate with you than with a gang of Bandera authorities #Crypto #Bitcoin #cryptocurrency #news #war #Ukraine #RussiaUkraineConflict #UkraineWar #Putin  https://t.co/wEGSGws7T3,en,"['crypto', 'bitcoin', 'cryptocurrency', 'news', 'war', 'ukraine', 'russiaukraineconflict', 'ukrainewar', 'putin']"
2022-02-25,Ukrainian President Volodymyr Zelensky called for negotiations with Russia over ending the military operation. #Ukraine #UkraineRussia #Ukrainian   More on:  https://t.co/x307OR8goW   https://t.co/YSvcbSYXYF  https://t.co/YLwOmTzAOR,en,"['ukraine', 'ukrainerussia', 'ukrainian']"
2022-02-25,Surely their people do not want this #Ukraine #Russia #StopWar  https://t.co/ik7Q5yK4jk,en,"['ukraine', 'russia', 'stopwar']"
2022-02-25,$HUKR help #Ukraine  Coin  is about to go viral. Only 2 mil marketcap   https://t.co/8pFLMeQuWp,en,['ukraine']
2022-02-25,"⚡️New #ChristandCulture⚡️   In today's conversation, we talk to Dr. Felicia Wu Song about her new book 'Restless Devices.'  But @ken_keathley and @BenjaminTQuinn start the episode with a discussion of praying for #Ukraine.  (a thread)   https://t.co/pGtdYjmB76",en,"['christandculture', 'ukraine']"
2022-02-25,@ANI Translation : Surrender Ukraine Army.  #Russia #Ukraine #RussiaUkraineConflict,en,"['russia', 'ukraine', 'russiaukraineconflict']"
2022-02-25,The Russian invasion is not going as fast as the US predicted. The US is hoping that the anti tank and the anti aircraft javelins and stinger missiles given to Ukraine will have same results as when arming the Taliban agains Russia. #Russia #US #Ukraine #NATO. #PUTIN #Biden,en,"['russia', 'us', 'ukraine', 'nato', 'putin', 'biden']"
2022-02-25,Can’t stop thinking about how I’d respond in the same situation. #Ukraine,en,['ukraine']
2022-02-25,Another angle of Russian tank crushing citizen car. . . . #worldwar3 #Ukraine #Russia #UkraineRussiaConflict #Kyiv  https://t.co/j8rixjgA3S,en,"['worldwar3', 'ukraine', 'russia', 'ukrainerussiaconflict', 'kyiv']"
2022-02-25,"Have you no compassion @ukhomeoffice? After your disgraceful approach to Afghanistan, are you determined to place Britain on the wrong side again? #Ukraine",en,['ukraine']
