date,tweet,language,hashtags
2022-02-25,To any Russian how is the Ukrainian president a “Nazi”? Please I really would love to know your view point… facts please… probably aren’t any to support this view but please do try lmao @mfa_russia #Russia #Ukraine,en,"['russia', 'ukraine']"
2022-02-25,Salute to the brave #Ukrainian warrior   Glory to #Ukraine #StandWithUkraine 🇺🇦,en,"['ukrainian', 'ukraine', 'standwithukraine']"
2022-02-25,This is why #PutinHitler wants #Ukraine,en,"['putinhitler', 'ukraine']"
2022-02-25,#FilthyFriday   New visuals out now  https://t.co/CMaRVz41LU  FMG Red - Already Lit (Official Music Video)   📸: @elitevision11   #fmg #filthy #newmusic #new #music #artist #rap #freestyle #ukraine  https://t.co/1lhAkvWL1V,en,"['filthyfriday', 'fmg', 'filthy', 'newmusic', 'new', 'music', 'artist', 'rap', 'freestyle', 'ukraine']"
2022-02-25,@AbhishBanerj @plondon40 Putin invaded Ukraine because he rightly estimated that Biden and West would chicken out and not come to Ukraine's assistance. #Ukraine and EU have only themselves to blame for their over dependence on US for their security.Stop blaming India for your failures.,en,['ukraine']
2022-02-25,"A man in front of #Russian embassy in #Warsaw, Poland. ""I am ashamed of my country. Not all #Russians support wars. I #StandWithUkraine. Sorry I can't do nothing"".  #Ukraine #UkraineUnderAttack #RussiaUkraineWar  https://t.co/XYpsvlIr6m",en,"['russian', 'warsaw', 'russians', 'standwithukraine', 'ukraine', 'ukraineunderattack', 'russiaukrainewar']"
2022-02-25,"More than 1,000 Russian soldiers killed so far, claims #Ukraine   #RussiaUkraineWar News LIVE:   https://t.co/zVOh7jJGk3  https://t.co/YDJ41gaTUL",en,"['ukraine', 'russiaukrainewar']"
2022-02-25,"Hey #Europe, even our ex-president is taking a rifle to shoot down the russian bastards. And you probably have to wait some more time to become even more ""deeply concerned""?  #KyivNow #Ukraine  https://t.co/cqlx5OyJrc",en,"['europe', 'kyivnow', 'ukraine']"
2022-02-25,Ukraine's capital under threat as Russia presses invasion  Read more ➡️  https://t.co/gvpnMjwvGH  #Ukraine #UkraineRussia #Russia,en,"['ukraine', 'ukrainerussia', 'russia']"
2022-02-25,"As this conflict has deepened, #NATO continues to remain silent about #Ukraine membership.  Just yesterday, a CNN reporter tweeted the following (see image). Leaders in Europe offer ""support"" but no physical intervention.  @marcorubio then took to Twitter, attacking the idea  https://t.co/yvUUPMvl1H",en,"['nato', 'ukraine']"
2022-02-25,Admiring the bravery of these leaders and the people of #Ukraine in general! #SlavaUkraine,en,"['ukraine', 'slavaukraine']"
2022-02-25,The #UnitedStates and its allies have slammed #Russia with new painful sanctions to punish Moscow  after it invaded #Ukraine on Thursday.   https://t.co/y2UZJJE4Dr,en,"['unitedstates', 'russia', 'ukraine']"
2022-02-25,"Go Estonia! ❤🇺🇦  Doing my best that Finland would do the same. Our monetary help is important, but not enough. #Ukraine needs weapons to repell this illegal Russian invasion. Now.  #UkraineWar #UkraineInvasion #UkraineUnderAttack #UkraineCrisis   https://t.co/vEPoxp2mmJ",en,"['ukraine', 'ukrainewar', 'ukraineinvasion', 'ukraineunderattack', 'ukrainecrisis']"
2022-02-25,@20committee Disagree he does not have the resources for regime change or taking over rebuilding Ukraine he should have gone for eastern Ukraine that's about his capacity @GrayConnolly he is isolated &amp; nuts #ukraine is his waterloo Rationality implies calculation where is the calculus #putin,en,"['ukraine', 'putin']"
2022-02-25,"@JihadiJew Do you have a link that you can share for helping #Ukraine at this difficult time? I know that Breslov maintains a presence at Uman &amp; other holy sites, is there a fund we can donate to?",en,['ukraine']
2022-02-25,Will Putin stop at #Ukraine? Does anyone really think he will? I desperately do not want to be at war but I fear that if he is not stopped now it will be the Baltic states next meaning NATO has to be involved and then we’re all at war. #IStandWithUkraine,en,"['ukraine', 'istandwithukraine']"
2022-02-25,A brave civilian in #Ukraine trying to stop a convoy of Russian armored vehicles.  #UkraineRussia  #UkraineInvasion  https://t.co/pgcnd6gYkE,en,"['ukraine', 'ukrainerussia', 'ukraineinvasion']"
2022-02-25,"Sign the petition. Get the #SWIFT sanctions passed, and help #Ukraine. #StandWithUkraine   https://t.co/XveoNfk0fq",en,"['swift', 'ukraine', 'standwithukraine']"
2022-02-25,"World – #UkraineRussia conflict poses risk to #labourmarkets across Eastern Europe  https://t.co/G9yVXC51vN   The invasion of #Ukraine by #Russia puts the #labourmarkets of several countries including both nations involved in the conflict, at risk.",en,"['ukrainerussia', 'labourmarkets', 'ukraine', 'russia', 'labourmarkets']"
2022-02-25,I spoke to my 80 years old grandma this morning who lives in Gori/Georgia. She said she is willing to give shelter at her home to Ukrainian refugees if needed. #GeorgiaStandsWithUkraine #StandWithUkraine  #UkraineUnderAttack  #Ukraine #Georgians4Ukraine,en,"['georgiastandswithukraine', 'standwithukraine', 'ukraineunderattack', 'ukraine', 'georgians4ukraine']"
2022-02-25,"Respected @narendramodi Ji, don't waste taxpayers money. #Ukraine  https://t.co/oRr3C0O6Yd",en,['ukraine']
2022-02-25,"Ukrainian moots: the netherlands will welcome you with open arms and our government is already making sure you'll have a roof over your head, you don't need a visa either and don't need to enter the refugee procedure &lt;3 #Ukraine",en,['ukraine']
2022-02-25,"Russia has half of all the worlds nuclear war heads,can this be the reason for their arrogance?Can US control this monster?Can #KOT help Ukraine or who will?? 🤷🏾‍♂️🙆🏾‍♂️  Russia is ranked no 2 with most powerful army! Tanks 15,398 Submarines 55 #Ukraine #UkraineRussia  https://t.co/rSamv5BAXw",en,"['kot', 'ukraine', 'ukrainerussia']"
2022-02-25,"Life deserves respect and dignity. #Ukraine if you we do not help each other, why should God help us? We are all accepting the violence of this world as it is normal. Do not tolerate violence and hate. Politician have power GIVEN by you and I. Our voice matters.",en,['ukraine']
2022-02-25,#Ukraine says 1000 #Rusian soldiers have been killed in this battle. What about #Ukraine soldiers,en,"['ukraine', 'rusian', 'ukraine']"
2022-02-25,Now #USA and #Europe not at all trustworthy to look towards. They can not help anyone during need. So better make your own security and safety arrangements and kick the bloody #USA ...#Ukraine should fire Nuclear missile on #Russia,en,"['usa', 'europe', 'usa', 'ukraine', 'russia']"
2022-02-25,When does “private property protector” #KyleRittenhouse deploy to #Ukraine?,en,"['kylerittenhouse', 'ukraine']"
2022-02-25,"When u have a honor, yeap you are totally true that, when that time comes, doesn’t matter you are woman or man. That woman will be pride herself all belong her life..🇺🇦💪 The others? ….. Nothing… #ukraine #ukrainian #UkrainianArmy",en,"['ukraine', 'ukrainian', 'ukrainianarmy']"
2022-02-25,"The Macro Strategist Pro subs can follower @MacroStratPro for timely updates on pieces, trading ranges and DM directly for service/Market related questions.  We've already sent out intraday range for our BUY yesterday.     https://t.co/in5e4Gkd5D $SPY $QQQ #Russia #Ukraine",en,"['russia', 'ukraine']"
2022-02-25,"I don't understand why NATO nations are scared of Russia?They haven't taken any severe step ,they just only imposed small sanctions against Putin and he is  unfazed by it .Can anybody please tell me what is the reason behind all of this? #UkraineRussia #ukraine #russia",en,"['ukrainerussia', 'ukraine', 'russia']"
2022-02-25,@NikkiCatania @AnnMarieByrnes @TheSofiya My grandmother’s maiden name was Kanterman. We could be family. How bittersweet to find our connections this way. My heart aches for #Ukraine,en,['ukraine']
2022-02-25,"Want to help #Ukraine and use @RevolutApp? Start by boycotting them.  Move your money and close your account — check @monzo, @StarlingBank and @wise for some alternatives.  #IStandWithUkraine #Russia",en,"['ukraine', 'istandwithukraine', 'russia']"
2022-02-25,@ConciergeBoston @universalhub @bytimlogan @jonchesto @leung @MayorWu @FortPointer @bycathcarlock @Fara1 @EdforBoston @SheilaADillon Some suggestions re #Ukraine: 1) Recall US Ambassador to #Russia; 2) freeze largest Russian bank assets; 3) deny travel to #oligarchs; 4) freeze assets of oligarchs; 5) sanction banks that facilitate flow of oligarchs' funds; 6) cancel contracts with Kaspersky Labs. It's a start.,en,"['ukraine', 'russia', 'oligarchs']"
2022-02-25,The 🇩🇰 Foreign Minister @JeppeKofod is now participating in the ongoing extraordinary #FAC regarding Russian aggression against #Ukraine.🇪🇺🇺🇦  #eudk #dkpol #StandingwithUkraine  https://t.co/cE2iDqHWAs,en,"['fac', 'ukraine', 'eudk', 'dkpol', 'standingwithukraine']"
2022-02-25,VIP | The Truth About #Ukraine with Ben Norton   &gt; https://t.co/28W3FK2tlB,en,['ukraine']
2022-02-25,I love this child.  #Usa #Russia #UkraineRussiaCrisis #Ukraine #DonbassWar #EU,en,"['usa', 'russia', 'ukrainerussiacrisis', 'ukraine', 'donbasswar', 'eu']"
2022-02-25,"Worthy of a donation given the rhetoric coming out of #Putin over his attack on #Ukraine. Man, this just took a very scary turn. Arms control has always been central to the US/Russian relationship. It will be a way to deescalate the crisis.  https://t.co/l62ahKktPG",en,"['putin', 'ukraine']"
2022-02-25,A friend + kid trying to escape to #Poland from #Lviv but no transport available. Do you know anyone that could help? #Ukraina #UkraineCrisis #UkraineRussia #Ukraine,en,"['poland', 'lviv', 'ukraina', 'ukrainecrisis', 'ukrainerussia', 'ukraine']"
2022-02-25,"Ukrainian soldier: ""(Chechens fighting on the side of Russia) Do not be afraid of them, they are jackals, they just have beards.""   #Ukraine #Russian",en,"['ukraine', 'russian']"
2022-02-25,"Ukrainian troops take to streets of Kiev; gunfire, blasts heard in city centre  #Ukraine #Kiev #Gunfire #Blasts #Russia #YesPunjab   https://t.co/AkwtGPxYIU",en,"['ukraine', 'kiev', 'gunfire', 'blasts', 'russia', 'yespunjab']"
2022-02-25,President Xi Jinping spoke with Russian President Vladimir Putin on the phone today. President Xi said that #China determines its position on the Ukrainian issue on its own merits. China supports #Russia in resolving the issue with #Ukraine through negotiation.,en,"['china', 'russia', 'ukraine']"
2022-02-25,"I'd never understand why some west countries are criticizing #India over not standing with #Ukraine against #Russia The west was against India till the dawn of 2010, except Russia that always had India's back. Whereas Ukraine opposed India on many global occasions. #RussiaUkraine",en,"['india', 'ukraine', 'russia', 'russiaukraine']"
2022-02-25,"I feel bad when i read this type of tweets from superpowers. 💔💔 What do you think they just need  sympathy on calls, on television or on social media....??  Nooooo   #Ukraine  #UkraineUnderAttack #UkraineRussia #Ukrainian #UkraineRussiaConflict #UkraineRussiaWar",en,"['ukraine', 'ukraineunderattack', 'ukrainerussia', 'ukrainian', 'ukrainerussiaconflict', 'ukrainerussiawar']"
2022-02-25,"Even i'm not Ukrainian, I feel so proud of you. Slava Ukraini！ #Ukraine",en,['ukraine']
2022-02-25,"I stand with #Russia, #Ukraine should let #Donbas be",en,"['russia', 'ukraine', 'donbas']"
2022-02-25,"“I swore never to be silent whenever and wherever human beings endure suffering and humiliation.  We must always take sides.  Neutrality helps the oppressor, never the victim.  Silence encourages the tormentor, never the tormented,”   Elie Wiesel #Ukraine",en,['ukraine']
2022-02-25,This photo with #Dickpic's (Do not zoom in) may be shown on Twitter ?!? #Kyiv #Russia #RussiaUkraine  #UkraineWar #Ukraine @Wahl_Tiroler  https://t.co/d1yK0gCIo3,en,"['dickpic', 'kyiv', 'russia', 'russiaukraine', 'ukrainewar', 'ukraine']"
2022-02-25,"#Ukraine’s FM accused #Russian forces of attacking a kindergarten &amp; an orphanage. He said the Ukrainian authorities would send evidence of the attacks to #TheHague, tweeting, “Responsibility is inevitable.”  https://t.co/S9pfPxGPvH @nytimes #Diplomacy140 #RussiaAttacksUkraine  https://t.co/2cpFwZqnza",en,"['ukraine', 'russian', 'thehague', 'diplomacy140', 'russiaattacksukraine']"
2022-02-25,"Suddenly, the Molotov is Halal &amp; legit. eh!   #Ukraine",en,['ukraine']
2022-02-25,Daft liberals of .@TimesNow .@PadmajaJoshi .@RShivshankar .@navikakumar siding with #Ukraine #UkraineUnderAttack when #Putin fights to keep Ukraine rich &amp; away from greedy selfish #NATO wants to only rob UKRAINE. See how they run when help read. #NATO has abandoned UKRAINE,en,"['ukraine', 'ukraineunderattack', 'putin', 'nato', 'nato']"
2022-02-25,"Full surrender seems like the proper starting point for negotiations, particularly considering the approach Zelensky has taken.  #Ukraine",en,['ukraine']
2022-02-25,"🧵Trump supports Russia’s #Ukraine invasion. Trump was first impeached because the very day Ukrainian President Zelenskiy turned down his request to manufacture dirt on Joe Biden, Trump moved to block hundreds of millions in defensive military aid to Ukraine.   #RussiaUkraine  https://t.co/7511KaiFVi",en,"['ukraine', 'russiaukraine']"
2022-02-25,Why the directors of cultural sites throw out Russian conductors with such determination and are not afraid of financial losses?  They understand that a billion small gestures can help #Ukraine   https://t.co/RDLkPZ8w2y,en,['ukraine']
2022-02-25,The European Union has agreed to freeze the personal bank accounts of Russian President Vladimir Putin and Russian Foreign Minister Sergei Lavrov.  The official decision is to be made later today. This was reported to Radio Svaboda by sources in Brussels. #ukraine,en,['ukraine']
2022-02-25,@brianlilley Perhaps #Ukraine wasn’t as important to Western Europeans as we were led to believe?,en,['ukraine']
2022-02-25,#VitalySkakun a brave young man of #Ukraine.,en,"['vitalyskakun', 'ukraine']"
2022-02-25,"#UkraineRussia #Biden #Ukraine the reason why this war will start, and who's gonna get benefits from this war..  https://t.co/M0kcNEqagY",en,"['ukrainerussia', 'biden', 'ukraine']"
2022-02-25,Safe weekend to all… #ほぼ日手帳 #bulletjournaling #ukraine #미니특공대 #妖怪ウォッチ #pokemon #シンカリオンZ  https://t.co/432ylofUtV,en,"['ほぼ日手帳', 'bulletjournaling', 'ukraine', '미니특공대', '妖怪ウォッチ', 'pokemon', 'シンカリオンz']"
2022-02-25,American actor and director Sean Penn is currently in #Ukraine making a documentary about the #russianinvasion    https://t.co/ztqImHKqgg,en,"['ukraine', 'russianinvasion']"
2022-02-25,#VolodymyrZelensky   Is it true that #Russia #Putin has announced a reward on the head of #Zelensky and his #Ministers of #Ukraine Government??? I suggest you run for your life. Trusting #Unreliable #States of #America (USA) &amp; #Blunder #Biden has proved fatal for #Ukraine people,en,"['volodymyrzelensky', 'russia', 'putin', 'zelensky', 'ministers', 'ukraine', 'unreliable', 'states', 'america', 'blunder', 'biden', 'ukraine']"
2022-02-25,"No more sanctions #POTUS, it’s go-time. Protect the people of #Ukraine. Time to lead NATO and send a message!!",en,"['potus', 'ukraine']"
2022-02-25,Situation in #Ukraine: 🇨🇭 extends its measures to prevent the circumvention of international sanctions.   https://t.co/JJwjI4iB2k,en,['ukraine']
2022-02-25,25.02.2022🇺🇦Metalist Kharkiv SPC group now part of Territorial Defense (volunteer battalions) in Kharkiv city. Photo from today and 2021  https://t.co/Fjy3xrlEmQ #kharkiv #hooligans #ukraine #UkraineWar #hooligans #metalist  https://t.co/yYYhRFhmcV,en,"['kharkiv', 'hooligans', 'ukraine', 'ukrainewar', 'hooligans', 'metalist']"
2022-02-25,Ex- #Ukraine #President Holds AK-47 as He Vows to Fight on Streets of #Kyiv   #StandWithUkraine #RussiaAggression #RussianCrimes #Dictatorship #Surveillance #Censorship #RussianWarCrimes #FreeNavalny #PutinThePoisoner #Russia    https://t.co/xFTxsMgx7X,en,"['ukraine', 'president', 'kyiv', 'standwithukraine', 'russiaaggression', 'russiancrimes', 'dictatorship', 'surveillance', 'censorship', 'russianwarcrimes', 'freenavalny', 'putinthepoisoner', 'russia']"
2022-02-25,#RussiaUkraineWar It's always innocents who suffer because of war  Heart wrenching 💔💔 pic on internet today #UkraineRussia #UkraineUnderAttack #Ukraine  #RussiaUkraineConflict  https://t.co/bDRMuPPntX,en,"['russiaukrainewar', 'ukrainerussia', 'ukraineunderattack', 'ukraine', 'russiaukraineconflict']"
2022-02-25,"#Ukraine's Defence Ministry said on Friday that more than 1,000 Russian servicemen had been killed so far in the Ukrainian conflict.  ""#Russia has not suffered so many casualties during the fighting in any of its armed conflicts since its inception""  🤥  https://t.co/7r6pKDLiu1",en,"['ukraine', 'russia']"
2022-02-25,Love &amp; war 💝  . #ukraine  #Russia  https://t.co/2APJlhhwGN,en,"['ukraine', 'russia']"
2022-02-25,"“Russian warship, go fuck yourself""  #russia #ukraine #UkraineRussia",en,"['russia', 'ukraine', 'ukrainerussia']"
2022-02-25,Please help. #ukraine   https://t.co/ZJE3FI4sLm,en,['ukraine']
2022-02-25,"Just in: EU foreign affairs ministers are in talks to freeze the assets of Vladimir Putin and Sergei Lavrov in response to #Ukraine invasion, @euronews can confirm.  The information was first reported by @FT   https://t.co/TJ0cUqpQ6i",en,['ukraine']
2022-02-25,"Three decades ago #Ukraine was the third-largest nuclear power in the 🗺. They give up on them because #US and #uk guaranteed safety and now when they need help...What happens with those in NATO if they go to #war? They have the ""guarantee"" of safety #russianinvasion",en,"['ukraine', 'us', 'uk', 'war', 'russianinvasion']"
2022-02-25,"SUPPORT #UKRAINE IN ANY WAY U CAN.When 1 dictator falls2another dictator,the world shudders&amp;moves on.BUT THE DESTRUCTION OF A FREE PEOPLE &amp; A DEMOCRATIC STATE IS AN ATTACK AGAINST ALL DEMOCRACIES.Former #Ukrainian president is on the streets with a rifle    https://t.co/7EsUrpsg0f",en,"['ukraine', 'ukrainian']"
2022-02-25,"As NATO scrambles to respond to #Russia’s #invasion of #Ukraine, a major exposed flank is the #BlackSea. Despite a stated resolve to deter Russia, the alliance has failed to prevent it from building a presence in the area. Let's ho… https://t.co/IMfXQyevZ5  https://t.co/VnovIcjUtP",en,"['russia', 'invasion', 'ukraine', 'blacksea']"
2022-02-25,"BREAKING: Pres. Biden is expected to nominate Judge Ketanji Brown Jackson for the Supreme Court, elevating an African American woman for the first time to a seat on the high court bench.   https://t.co/g3WcFHmXXQ #NewsUpdates #Ukraine #ketanji",en,"['newsupdates', 'ukraine', 'ketanji']"
2022-02-25,These are according to some website (which could be any) the richest 20 people of this the world. I looked up each of their Twitter accounts to see if they made any statements on #Russia’s invasion of #Ukraine. There were none. These and many others like… https://t.co/1G1YMVMGcR,en,"['russia', 'ukraine']"
2022-02-25,This #Ukrainian tried to stop a column of Russian military equipment with his bare hands #Ukraine #StandWithUkraine 💙💛  https://t.co/JjmJTdigJl,en,"['ukrainian', 'ukraine', 'standwithukraine']"
2022-02-25,#Ukrainian army blew up another bridge north of #Kyiv to delay the #Russian attack. #UkraineInvasion #UkraineUnderAttack #russianinvasion #RussiaUkraine   #UkraineWar #Russia #Ukraine  https://t.co/F4QRsjfzgt,en,"['ukrainian', 'kyiv', 'russian', 'ukraineinvasion', 'ukraineunderattack', 'russianinvasion', 'russiaukraine', 'ukrainewar', 'russia', 'ukraine']"
2022-02-25,"Livestreams, another multi channel &gt;  https://t.co/73jDIX6XD9 #Ukraine   Flight radar shows air forces like UH-60 Blackhawk (click I, Military, and Filter to see all) &gt;  https://t.co/RMDVlygkhO  https://t.co/O0oanPtRhj",en,['ukraine']
2022-02-25,Stop misunderstanding #Cuba re #Russia and #Ukraine. The island nation was of the few who voted against war in #IraqWar and everywhere else always. Being close to a nation doesn’t mean approving everything it does.,en,"['cuba', 'russia', 'ukraine', 'iraqwar']"
2022-02-25,Ukrainian prez rightfully criticizing #Biden for only using sanctions against #Russia while #Ukraine is falling. #BidenIsADisgrace #UkraineInvasion #Zelensky   https://t.co/wryw1y63mf,en,"['biden', 'russia', 'ukraine', 'bidenisadisgrace', 'ukraineinvasion', 'zelensky']"
2022-02-25,"Doorstep by Pekka @Haavisto, Minister for #Foreign Affairs of #Finland, at today's Extraordinary #FAC, in #Brussels ""Finland has also increased its direct support to #Ukraine with a decision of additional 15 million euros to support #resilience in Ukraine""  https://t.co/UjnR1z1MYq",en,"['foreign', 'finland', 'fac', 'brussels', 'ukraine', 'resilience']"
2022-02-25,"Ja he signat! People from around the world are signing this open letter against the war. Add your voice, and stand with the people of #Ukraine! #NoWar #StandWithUkraine   https://t.co/TA7k9BZ4wl",en,"['ukraine', 'nowar', 'standwithukraine']"
2022-02-25,Life matter #Ukraine  https://t.co/TENGTZfCKZ,en,['ukraine']
2022-02-25,"If there was a #nazi regime killing russian speaking people in #Ukraine why do a #UkraineInvasion by own decision, own arguments and by own hands in stead of  going to the #UnitedNations mr. #Diplomacy #Lavrov ?  https://t.co/U4HNsC43NX",en,"['nazi', 'ukraine', 'ukraineinvasion', 'unitednations', 'diplomacy', 'lavrov']"
2022-02-25,"“Hit em wit that cobra, now the war is ovaaaa” @ChiefKeef #Sosa #chiefkeef #Ukraine #poland #Europe #RussiaUkraineConflict",en,"['sosa', 'chiefkeef', 'ukraine', 'poland', 'europe', 'russiaukraineconflict']"
2022-02-25,"Overnight, the world changed. This is a tragic situation. 🙏🏽 #ukraine #russia #warzone  https://t.co/DLYcdrCxMU",en,"['ukraine', 'russia', 'warzone']"
2022-02-25,The world wud be a better place wit no evil 😈. #Ukraine for all! #Kyiv #bbcnews #UkraineInvasion #UkraineRussia #UkraineWar #UkraineUnderAttack,en,"['ukraine', 'kyiv', 'bbcnews', 'ukraineinvasion', 'ukrainerussia', 'ukrainewar', 'ukraineunderattack']"
2022-02-25,🚨 NEW: The deputy prosecutor general in Ukraine has said that he is collecting evidence of war crimes committed by Russia.   #Russia/#Ukraine,en,"['russia', 'ukraine']"
2022-02-25,Waiting for USAF HEW's to begin cooking Russian armour.   Something tells me the price of scrap iron in Europe will be falling.  Fighting a 1970's war in 2022 is something @KremlinRussia_E is doing. 😂  #Design #Ukraine #PutinsWar #CdnPoli #Physics,en,"['design', 'ukraine', 'putinswar', 'cdnpoli', 'physics']"
2022-02-25,"The raging hypocrisy of the West. They armed, trained and incited #Ukraine to provoke #Russia into war. Unleashed a flock of sanctions but excluded their gas payments to Russia. #Germany can't survive without cheap Russian gas. A charade of hypocrisy.    https://t.co/T9tt6tCNxm",en,"['ukraine', 'russia', 'germany']"
2022-02-25,@shcherbininainn Kherson | #Ukraine,en,['ukraine']
2022-02-25,Russia's Invasion of Ukraine...a message from Bernie @SenSanders  https://t.co/zIOndJADco #Ukraine,en,['ukraine']
2022-02-25,@NFT_pudgeboi Help #ukraine,en,['ukraine']
2022-02-25,"@KevinRothrock Where is the catastrophe?   From point of view of Russia, it appears to be going very smoothly at the moment with minimal damage to the civilians and infrastructure.  Already in the capital after just a day of using a fraction of military force.  And #Ukraine open to negotiation",en,['ukraine']
2022-02-25,#war #russia #Ukraine #fide #chess Statement of the Ukrainian Chess Federation and players of the national team (in Ukrainian language):  https://t.co/tR98MCtRW9,en,"['war', 'russia', 'ukraine', 'fide', 'chess']"
2022-02-25,Indian government to plan chartered flights for evacuation from Ukraine #IndiansInUkraine #Ukraine #India #TenNewsLive #TenNewsIndia  Read Story @TenNewsDotIn @tennewslive @vijaychowk @attachowk @parichowkdotcom   https://t.co/i8ch9kfnNH,en,"['indiansinukraine', 'ukraine', 'india', 'tennewslive', 'tennewsindia']"
2022-02-25,"Ourselves and many others are grieving over the recent news and wish for peace and love for #ukraine   “Wars don’t bring everlasting peace, only lasting death”   💙💛💙💛💙💛💙💛💙💛💙💛  https://t.co/RFeFdd1B3R",en,['ukraine']
2022-02-25,#Ukraine sees radiation spike in Chernobyl after #Russia attack   https://t.co/4ruINXrD6X,en,"['ukraine', 'russia']"
2022-02-25,My mom wrote about a rocket attack on our neighbourhood #Kherson #Ukraine Please stop collaborating with Russian terrorists #HelpUkraine,en,"['kherson', 'ukraine', 'helpukraine']"
2022-02-25,"70%, not 100%. 🤡  $xle $spy #EU #NATO #Ukraine #Russia",en,"['eu', 'nato', 'ukraine', 'russia']"
2022-02-25,"These sanctions are a joke. And Germany is to blame. Their infantile blind ""green fundamentalist"" ideology is killing people right now by sponsoring Russia. How stupid can you be to close nuclear power plants while you are relying on Russian fossils and coal. #Ukraine #SWIFT",en,"['ukraine', 'swift']"
2022-02-25,AUSTRIAN FOREIGN MINISTER SCHALLENBERG SAYS PUTIN'S AND LAVROV'S BANK ACCOUNTS IN THE EU WILL BE FROZEN. #RussiaUkraineConflict #RussiaUkraineCrisis  #Ukraine #Russia,en,"['russiaukraineconflict', 'russiaukrainecrisis', 'ukraine', 'russia']"
2022-02-25,“He will hold us fast” #Jesus #Ukraine 🇺🇦,en,"['jesus', 'ukraine']"
2022-02-25,"🚀Public round will be started now👏   🥰Anyone who has missed the flash sale, don't worry, public round also has a good price offered.💃  #NFT #NFTs #GameFi #Metaverse #billionaires #Ukraine #Russia #peace  https://t.co/Pjkq2jIrxr",en,"['nft', 'nfts', 'gamefi', 'metaverse', 'billionaires', 'ukraine', 'russia', 'peace']"
2022-02-25,".@rteliveline  ""An act of unprovoked aggression""?  Really?  Say the same for #WarCriminals #Bush #Blair #Obombing #Obiden.  Bush/Blair invaded/droned 2 countries, while scumbags Obama/Biden raised it to 7.  #liveline #govtlies #mediabias #BERNAYS #Ukraine",en,"['warcriminals', 'bush', 'blair', 'obombing', 'obiden', 'liveline', 'govtlies', 'mediabias', 'bernays', 'ukraine']"
2022-02-25,#PutinsWar #Ukraine #Analyze your sources theay are not clean.  https://t.co/UayUCoUbQ1,en,"['putinswar', 'ukraine', 'analyze']"
2022-02-25,Putin's insane invasion &amp; murder of the people in the #Ukraine was enabled by Trumps betrayal of #America.  #TrumpIsARussianAsset &amp; always was.  #Veterans #FridayMorning,en,"['ukraine', 'america', 'trumpisarussianasset', 'veterans', 'fridaymorning']"
2022-02-25,Excellent piece of work by @ytopp_art 🙌🏻🔥🔥 #peace #ukraine 💜🙏🏼,en,"['peace', 'ukraine']"
2022-02-25,"Vladimir Putin probably wasn’t thinking about Ethiopia and colonialism as he blasted Ukraine with missiles, commencing an invasion of an independent nation-state.  #africa #kenya #ethiopia  #ukraine #ukrainecrisis #un #war #africarising #africanunion #colonialism",en,"['africa', 'kenya', 'ethiopia', 'ukraine', 'ukrainecrisis', 'un', 'war', 'africarising', 'africanunion', 'colonialism']"
2022-02-25,#CNN #Ukraine 🇺🇸😳 Capitalism 101! Everything U Need 2 Know ….🤑👇,en,"['cnn', 'ukraine']"
2022-02-25,A brave civilian in #Ukraine trying to stop a convoy of Russian armored vehicles.  #UkraineRussia  #UkraineInvasion  https://t.co/A4QCupMMeJ,en,"['ukraine', 'ukrainerussia', 'ukraineinvasion']"
2022-02-25,"Is this a smokescreen?  More Putin posturing or will this offer Ukraine a reprieve, a  possibility for peace? #ukraine #russiaukraineconflict #militaryinvasion   https://t.co/ic237CKH6M",en,"['ukraine', 'russiaukraineconflict', 'militaryinvasion']"
2022-02-25,"Bridge making convoy spotted in Nova Kakhovka 3:45pm Ukraine time, minutes before the livecams were cut, maybe headed for #Dnipro   implying many forces are en route #ukraine  https://t.co/NiRAg94lgA",en,"['dnipro', 'ukraine']"
2022-02-25,"No matter what, we see the #Russia-#Ukraine crises and elevated #gas prices accelerating clean energy spending in Europe.  #wind #solar #EnergyTransition #Energy #Renewables #ONGT #OOTT   https://t.co/KF23AeNRYI",en,"['russia', 'ukraine', 'gas', 'wind', 'solar', 'energytransition', 'energy', 'renewables', 'ongt', 'oott']"
2022-02-25,There is a UN and international law precisely to outlaw and prevent what #Russia is doing to #Ukraine. #UkraineInvasion #russianinvasion #Putin #بوتين_مجرم_حرب #بوتين_يغزو_أوكرانيا,en,"['russia', 'ukraine', 'ukraineinvasion', 'russianinvasion', 'putin', 'بوتين_مجرم_حرب', 'بوتين_يغزو_أوكرانيا']"
2022-02-25,"Russian miners keep running, may pivot to Bitcoin in response to sanctions  https://t.co/ovQbBU7F6U #Bitcoinmining #Russia #Ukraine #Ukraineinvasion #BTC | @cointelegraph",en,"['bitcoinmining', 'russia', 'ukraine', 'ukraineinvasion', 'btc']"
2022-02-25,''#China supports #Russia and #Ukraine in #resolving the issue through #negotiation.''  Clear?,en,"['china', 'russia', 'ukraine', 'resolving', 'negotiation']"
2022-02-25,@yolandabrown Prayers for #Ukraine,en,['ukraine']
2022-02-25,"Obviously far more important subject matters to discuss about the invasion of #Ukraine.  But since I often post about #Eurovision I’ll mention that Finland joins Denmark, Norway, The Netherlands and Ukraine asking for Russia to be disqualified from 2022 Eurovision.",en,"['ukraine', 'eurovision']"
